,sample_id,Tier_A,Tier_B,leiden_annotation,x_centroid,y_centroid,epi_kmeans_6,epi_kmeans_8,epi_kmeans_10,epi_kmeans_12,epi_kmeans_14
hnlkkado-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6928.1220703125,4600.728515625,2,5,5,5,5
hnlkkimn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6938.716796875,4597.55517578125,3,5,9,9,9
hnllbanp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6933.6796875,4641.1357421875,5,7,7,2,12
hnlncelo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6892.8330078125,4721.86181640625,3,5,9,9,9
hnlndegd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6905.78466796875,4711.1650390625,0,0,5,5,5
hnlpggag-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6909.85986328125,4506.8310546875,0,0,0,0,0
hnmacfmh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6916.37451171875,4498.9892578125,2,7,8,8,12
hnmacjjo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6903.11328125,4490.91259765625,5,2,2,2,2
hnmagmik-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6929.6650390625,4481.29443359375,3,5,9,9,9
hnmajeha-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6908.748046875,4493.1474609375,5,2,2,2,2
hnmandkk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6913.0556640625,4490.06787109375,5,2,2,2,2
hnmaneck-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6909.07177734375,4479.6484375,2,7,5,5,8
hnmbajpf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6916.849609375,4453.21875,2,7,7,11,12
hnmbhehh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6910.619140625,4463.1875,2,7,8,8,8
hnmbiopb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6938.02587890625,4463.53955078125,0,0,0,0,0
hnmblhon-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6923.12841796875,4429.76123046875,0,7,8,8,8
hnmcejeg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6918.4189453125,4393.03857421875,0,0,0,0,0
hnmclklp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6907.99169921875,4387.0703125,3,0,8,9,8
hnmclmfh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6901.958984375,4398.08837890625,0,0,9,8,8
hnmcodfa-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6923.794921875,4404.13720703125,3,0,9,9,9
hnmdcanl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6923.86865234375,4419.77783203125,2,7,7,7,7
hnmdnfpg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6922.201171875,4412.5498046875,2,7,7,7,7
hnmdpjho-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6900.80712890625,4412.88818359375,5,2,2,2,2
hnmfpdca-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6849.14453125,4352.43408203125,5,2,2,2,2
hnmgibhb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6836.17529296875,4351.3525390625,2,7,7,7,7
hnmgnojh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6841.31884765625,4357.798828125,5,2,2,7,7
hnmhlaph-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6845.1435546875,4435.6669921875,0,0,0,0,0
hnmjfcmp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6877.93359375,4514.31103515625,3,5,9,9,9
hnmjjbcd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6842.69921875,4494.13671875,3,5,9,9,9
hnmkigfl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6841.36083984375,4508.37255859375,2,7,5,11,11
hnmlaeib-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6873.35009765625,4444.62548828125,0,0,0,5,5
hnmnfaki-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6894.57568359375,4382.78173828125,3,5,9,9,9
hnmoeamb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6894.17578125,4513.12841796875,0,0,0,0,0
hnmoihle-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6882.12939453125,4475.20849609375,5,2,2,2,2
hnmoligc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6893.2861328125,4458.67431640625,2,7,5,5,5
hnmpcijd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6890.6279296875,4468.67822265625,0,7,7,7,7
hnmpnfjf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6879.72900390625,4460.6318359375,0,0,0,5,8
hnmpplci-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6878.265625,4414.8486328125,2,7,7,7,7
hnnbknih-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6879.1142578125,4389.13720703125,0,7,7,7,7
hnncmpcc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6866.44384765625,4394.61376953125,0,7,8,8,8
hnncpoem-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6843.95703125,4402.46142578125,0,0,0,0,0
hnnefjje-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6875.01806640625,4201.17431640625,5,2,2,2,2
hnnfnmjg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6853.693359375,4210.6806640625,5,2,2,2,2
hnngajna-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6861.09423828125,4210.1181640625,0,0,8,8,8
hnnghlng-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6841.025390625,4257.771484375,3,5,9,9,9
hnnibkah-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6844.943359375,4300.427734375,5,2,2,7,7
hnnigeon-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6839.83935546875,4287.84423828125,0,0,0,0,0
hnnmlbnp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6883.8876953125,4316.5048828125,0,0,0,7,7
hnnmpoph-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6888.21240234375,4305.96728515625,0,7,8,8,8
hnnndoin-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6850.986328125,4251.0185546875,2,7,7,7,7
hnnneccp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6843.32568359375,4241.5634765625,2,7,5,7,7
hnoaodhl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6873.57666015625,4299.72314453125,2,7,8,8,8
hnobhchk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6870.26416015625,4312.29638671875,5,2,2,7,7
hnobhfdn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6873.82421875,4284.23876953125,2,5,8,5,8
hnocblie-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6872.42431640625,4327.69677734375,0,0,0,0,0
hnogbeci-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6895.21484375,4285.3271484375,3,5,9,9,9
hnogcdhg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6900.95947265625,4298.2607421875,0,2,0,7,7
hnogeepd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6902.0771484375,4309.26171875,0,0,0,0,0
hnogjcjd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6891.83154296875,4273.0625,3,5,9,9,11
hnogpiin-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6905.76806640625,4251.30615234375,3,0,0,0,0
hnohekpl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6896.642578125,4260.0,2,7,8,8,8
hnohelkf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6909.30712890625,4265.4619140625,0,0,0,0,0
hnohfdna-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6900.171875,4240.59716796875,0,0,0,0,0
hnpgpgbj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7100.86181640625,4823.51708984375,0,0,0,0,0
hnphbnmm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7076.98486328125,4835.943359375,0,0,0,0,0
hnphbocb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7091.08349609375,4832.37109375,3,0,9,9,9
hnphcbgj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7080.56103515625,4822.111328125,5,7,7,11,11
hobckpkl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7135.29345703125,4751.97802734375,3,0,9,9,9
hobdjfib-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7125.85400390625,4762.66162109375,5,2,2,2,2
hobdmooo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7126.15625,4778.57373046875,2,7,7,7,7
hobdnebl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7135.67724609375,4776.94873046875,0,0,0,0,8
hobegpnl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7141.06005859375,4769.20458984375,0,0,0,0,0
hobfkdbi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7110.06201171875,4812.47021484375,0,0,0,0,0
hobgjigb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7124.5458984375,4806.138671875,0,0,0,0,0
hobgmobd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7125.763671875,4788.38525390625,0,0,8,8,8
hobgphcd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7132.3701171875,4796.8623046875,5,2,7,7,12
hobgpold-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7117.36669921875,4795.85302734375,2,7,7,11,11
hobhblgh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7114.08837890625,4775.28173828125,2,5,5,5,5
hobhlgpm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7107.55322265625,4789.98388671875,0,0,8,8,8
hobiljje-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7093.9384765625,4811.21484375,5,2,2,2,2
hobkgmne-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7102.24755859375,4775.91455078125,0,0,8,8,8
hoclamjn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6964.673828125,4916.9619140625,5,2,2,2,2
hoclcphk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6992.46044921875,4885.3447265625,3,5,9,9,9
hoclgped-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6990.27490234375,4922.091796875,5,2,2,2,2
hoclhhpm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6986.986328125,4901.22119140625,5,2,2,2,2
hodcigek-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6978.302734375,4919.55517578125,5,2,2,2,12
hoddcjha-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6980.7197265625,4932.7109375,5,2,2,2,2
hoddfcnc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6974.6005859375,4929.1982421875,5,2,2,2,2
hoddimha-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6979.8857421875,4939.67626953125,2,7,7,11,11
hodellbh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6978.76318359375,4946.22705078125,2,7,8,11,12
hodenhmd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6969.2763671875,4930.138671875,2,7,7,11,11
hodfblek-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6958.92724609375,4935.333984375,3,5,9,9,9
hodfbonp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6995.671875,4933.474609375,3,5,9,9,9
hodfgiik-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6993.22998046875,4946.01123046875,3,5,9,9,9
hodfolkc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7001.958984375,4895.25341796875,3,5,9,9,9
hodgbmom-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7013.09130859375,4884.953125,0,0,0,0,0
hodjknmo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7006.57666015625,4905.3408203125,2,7,7,11,11
hodjmmbh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7015.720703125,4920.392578125,3,0,9,9,9
hodjphjl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7003.63330078125,4918.53515625,3,5,9,9,9
hoeaclna-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6999.43212890625,4871.25146484375,5,2,2,2,2
hofikgig-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7065.123046875,4828.173828125,5,2,2,2,2
hofloici-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7023.015625,4796.90380859375,5,2,2,2,2
hoggbafe-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6988.60400390625,4789.60546875,3,5,9,9,9
hoggeamc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7007.892578125,4802.41357421875,5,2,7,11,11
hoggggab-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6986.26904296875,4805.4462890625,2,7,7,11,11
hoggidno-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6998.390625,4800.50927734375,3,5,9,9,9
hoggodjb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7007.00927734375,4850.99267578125,5,2,2,2,2
hognpjmo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6976.75537109375,4581.41943359375,0,0,8,5,8
hogoadhc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6963.76904296875,4602.13134765625,3,5,9,9,11
hogoagjk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6984.1953125,4594.02392578125,3,5,9,9,9
hogohiii-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6962.46728515625,4581.55078125,3,5,9,9,9
hogombli-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6984.197265625,4611.427734375,3,5,9,9,9
hogombnn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6966.0009765625,4614.2275390625,3,5,9,9,9
hogpeoon-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6996.11181640625,4594.20458984375,5,7,7,11,11
hohbkhkm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6970.68017578125,4630.2763671875,3,5,9,11,11
hohchlbi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6982.58837890625,4622.86181640625,5,2,2,2,2
hohcmpeo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6982.57763671875,4660.51025390625,0,0,0,0,0
hohcoofg-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6980.6416015625,4650.421875,2,7,7,11,11
hohdgiap-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7007.35693359375,4669.66064453125,5,2,2,2,2
hohdiakp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6987.8310546875,4678.4775390625,2,7,7,11,11
hohdmeib-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6995.19140625,4671.9111328125,2,5,9,11,11
hoheajic-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6967.20849609375,4665.27392578125,2,7,7,11,11
hohejlib-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6958.087890625,4662.81396484375,2,5,8,11,11
hohemcob-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6980.16943359375,4670.31201171875,0,7,7,11,11
hohgecfd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7021.8251953125,4647.169921875,0,7,8,8,8
hohggiho-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7024.92919921875,4639.69091796875,2,7,7,11,11
hohgicem-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7028.4990234375,4655.587890625,3,0,9,9,9
hohhnphf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7018.86279296875,4665.93017578125,5,2,2,11,11
hohkmnaf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7045.73583984375,4582.07373046875,5,7,7,11,12
hohkpkee-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7052.61865234375,4589.84912109375,2,7,5,7,7
hohnfiji-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7034.2099609375,4596.37451171875,5,2,7,11,11
hohnpkgo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7044.779296875,4602.47021484375,0,0,0,0,0
hoholmmi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7025.0185546875,4591.74658203125,2,5,9,9,11
hohpfhll-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7027.18701171875,4605.87353515625,0,7,8,8,8
hohpgbcj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7017.67431640625,4601.46484375,5,7,8,8,12
hohpobmm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6962.4716796875,4719.4140625,3,5,9,9,9
hoiapfpm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6978.583984375,4687.662109375,3,0,9,9,9
hoicjgcp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7001.5498046875,4781.23291015625,2,7,8,7,7
hoicpcld-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7011.29931640625,4787.826171875,2,7,8,8,8
hoifdikj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6970.8212890625,4785.986328125,3,5,9,9,9
hoifgnil-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6977.15234375,4790.873046875,5,2,2,2,2
hoifkcko-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6974.7265625,4799.04150390625,3,0,9,0,0
hoiglgfk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7014.748046875,4703.97216796875,5,2,2,2,2
hoihnonp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6998.3779296875,4688.43505859375,5,2,2,2,2
hoiiiogn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6997.63427734375,4705.16845703125,5,2,2,2,2
hoijaldk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,6962.56103515625,4735.10205078125,5,2,2,2,2
hoimppbm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,6966.73388671875,4777.0517578125,0,0,0,0,0
hoiogpbk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7064.9501953125,4674.13916015625,0,7,7,7,7
hoionooa-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7063.0478515625,4688.47705078125,0,0,0,0,0
hoiooimm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7066.853515625,4728.6513671875,0,0,0,0,0
hoipamfp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7069.18603515625,4718.18017578125,2,7,8,8,8
hoipcpdc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7063.13916015625,4713.484375,5,2,2,2,2
hoipfnak-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7060.95361328125,4704.525390625,2,5,8,8,8
hoiphebh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7039.45263671875,4700.447265625,2,7,7,11,11
hoipkjca-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7047.978515625,4702.97119140625,0,0,9,0,11
hoipofem-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7045.46240234375,4689.6484375,5,2,2,2,2
hoipojek-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7043.302734375,4680.7685546875,5,7,7,7,7
hojamfac-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7034.8916015625,4697.76611328125,5,2,2,2,2
hojbecfb-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7028.6708984375,4694.77392578125,5,2,2,2,2
hojbeiod-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7039.49365234375,4689.02880859375,5,2,2,2,2
hojbfehh-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7032.13916015625,4687.5615234375,5,2,2,2,2
hojjhjba-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7074.404296875,4736.17919921875,5,2,2,2,2
hokaekok-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7056.40576171875,4714.64404296875,5,2,2,2,2
hokcdhbo-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7099.46923828125,4596.1318359375,5,2,2,2,2
hokcnhch-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7101.69140625,4604.3720703125,5,2,2,2,2
hokcolcj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7089.74560546875,4600.12939453125,0,7,8,8,8
hokecdpi-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7095.541015625,4618.45458984375,3,0,9,7,7
hokfcoja-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7107.21142578125,4625.86767578125,3,0,9,9,8
hokfdodl-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7102.63525390625,4645.85302734375,5,2,2,2,2
hokfehei-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7120.35205078125,4702.6953125,5,2,2,2,2
hokfekdf-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7130.91845703125,4687.77978515625,2,7,8,8,8
hokfiino-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7134.9599609375,4698.28173828125,5,7,7,7,7
hokfipmp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7116.9853515625,4696.10302734375,0,0,0,0,0
hokfkmpn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7116.5263671875,4684.5537109375,2,5,5,11,11
hokgkonm-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7141.666015625,4683.38232421875,0,0,8,7,7
hokhmkka-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7119.93798828125,4718.59521484375,5,7,7,7,7
hokhngdp-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7131.47265625,4712.69287109375,5,7,8,8,8
hokiaafd-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7140.896484375,4704.06982421875,5,2,2,2,2
hokliokj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7092.87841796875,4714.0888671875,0,0,0,0,0
hokminif-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7102.56787109375,4723.17578125,0,0,0,7,7
hoknelik-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7074.90478515625,4708.96826171875,2,5,8,11,11
hoknimla-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7081.78515625,4714.39013671875,5,2,2,2,2
hoknjppj-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7081.748046875,4721.78662109375,2,7,7,11,11
hoknlmfc-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7100.6279296875,4702.2900390625,2,7,7,11,11
hoknmlch-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,12,7083.61279296875,4704.3076171875,5,2,2,2,2
hoknpcjk-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,7127.68017578125,4620.41552734375,5,2,2,2,2
