,sample_id,Tier_A,Tier_B,leiden_annotation,x_centroid,y_centroid,epi_kmeans_6,epi_kmeans_8,epi_kmeans_10,epi_kmeans_12,epi_kmeans_14
clmgkddb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5607.9775390625,2245.559326171875,4,4,4,10,10
clmhafkj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5615.6220703125,2252.97998046875,4,4,4,10,10
clmhhido-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5607.51025390625,2252.869140625,4,4,4,4,4
clmhlkak-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5647.3798828125,2219.509033203125,1,1,1,4,4
clmhmjal-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5646.44287109375,2227.048095703125,4,4,4,10,10
clmhnlfi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5648.12353515625,2222.922119140625,1,1,1,4,4
clmncaip-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5645.00390625,2232.3154296875,4,4,4,4,4
clmnlood-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5653.07177734375,2243.24951171875,4,4,4,4,4
clmodboo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5651.3779296875,2234.83642578125,1,4,4,4,4
clmokdap-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5651.60400390625,2230.912841796875,1,1,1,4,4
clmpncpm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5625.6279296875,2224.136962890625,4,4,4,4,4
clnagoga-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5640.640625,2239.459228515625,4,4,4,4,4
clndlkod-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5636.14453125,2221.7744140625,1,1,1,1,1
clndmhnm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5634.85498046875,2228.7783203125,4,4,4,10,10
clndplop-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5640.09228515625,2223.232421875,1,4,4,4,4
clndpngj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5629.50927734375,2217.29345703125,4,4,4,4,4
clnebphm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5631.68017578125,2221.2705078125,1,1,1,4,4
clnecebb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5610.78662109375,2258.014404296875,4,4,4,4,4
clnehbld-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5618.58935546875,2268.821533203125,4,4,4,4,4
clnhildc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5620.67578125,2287.3232421875,1,4,4,4,4
clnhmoeg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5621.65576171875,2278.116943359375,1,6,6,4,4
clniphnk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5628.57568359375,2280.554931640625,4,4,4,4,4
clnjicnd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5627.31201171875,2274.978271484375,1,1,1,1,1
clnjjkcg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5623.224609375,2270.03173828125,4,4,4,4,4
clnkifmo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5584.82373046875,2228.097900390625,1,1,1,1,1
clnkkdjl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5588.4736328125,2240.90380859375,4,1,1,4,4
clnkknfl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5584.60693359375,2239.26904296875,1,4,4,4,4
clnkldaf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5588.083984375,2231.357666015625,1,4,4,4,4
clnmcakb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5603.0126953125,2234.9345703125,4,4,4,4,4
clnnagok-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5599.47216796875,2227.092041015625,1,1,1,4,4
clnnclci-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5591.59375,2234.2744140625,1,1,1,1,1
clnnjanc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5596.53759765625,2231.152587890625,1,4,4,4,4
clnnkjmd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5606.0302734375,2263.20458984375,4,4,4,4,4
clnnmcfe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5600.57177734375,2270.112548828125,4,4,4,10,10
clnnojka-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5606.5244140625,2268.02392578125,1,1,1,4,4
clnocgoc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5599.869140625,2266.107421875,1,1,1,1,4
clnomncm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5614.00634765625,2295.6728515625,1,4,4,4,4
clnpahoh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5610.5419921875,2291.717041015625,4,4,4,4,4
clnpbccd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5608.97216796875,2284.80419921875,1,1,1,4,4
clnpeafp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5613.37353515625,2270.314697265625,1,1,1,4,4
clnpfhea-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5612.64013671875,2265.630126953125,4,4,4,4,4
clnpjeim-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5607.08642578125,2274.09326171875,1,4,4,4,4
clnpjenk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5608.87744140625,2280.795166015625,1,1,1,4,4
clnpkbee-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5615.17236328125,2278.69970703125,4,4,4,4,4
clnplgmp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5611.95556640625,2275.349609375,4,4,4,4,4
clnpmihc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5602.23828125,2287.776611328125,4,4,4,4,4
clnpnknf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5603.2041015625,2294.796142578125,4,4,4,4,4
clnpojnm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5605.33544921875,2290.759521484375,1,1,1,1,1
clnppdnn-1,pdac_io_v1,pancreatic ductal epithelium,proliferative ductal/tumor epithelial,0,5603.80419921875,2280.747314453125,4,4,4,10,12
clnpplke-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5602.49853515625,2274.501220703125,1,1,1,1,1
cloaedge-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5587.2978515625,2291.21044921875,4,4,4,10,10
cloaglmg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5588.73974609375,2285.926025390625,1,1,1,4,4
cloahadb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5587.67333984375,2283.70947265625,1,1,1,1,1
cloakmfi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5595.2529296875,2293.80615234375,4,4,4,10,10
cloalgai-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5595.22412109375,2298.80322265625,4,4,4,4,4
clobhned-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5585.7607421875,2271.431640625,1,1,1,1,1
clobioih-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5588.361328125,2279.964111328125,4,4,4,4,4
clocbcfn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5583.42578125,2275.52197265625,4,4,4,4,4
clocgmej-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5590.64404296875,2274.855712890625,1,1,1,4,4
clockbao-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5598.93408203125,2284.40283203125,1,1,1,1,1
clocodjj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5599.0712890625,2279.336181640625,1,1,1,1,1
clocoinf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5596.5947265625,2275.634765625,4,4,4,10,4
clocoohg-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5588.27685546875,2263.97705078125,1,1,1,1,1
clocpjne-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5594.48291015625,2270.172607421875,1,1,1,1,1
clodeape-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5585.52392578125,2268.127685546875,1,1,1,1,1
clodjlga-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5591.42041015625,2267.392822265625,4,4,4,4,4
cloeajno-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5591.87109375,2224.042724609375,4,4,4,10,10
cloeiglc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5595.09814453125,2218.90234375,1,1,1,1,1
clogdknl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5609.3408203125,2215.751220703125,1,1,1,4,4
clogoiba-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5595.44921875,2245.7978515625,4,4,4,4,4
clohifak-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5592.09228515625,2251.12744140625,1,1,1,4,4
clohilij-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5598.76611328125,2250.907470703125,4,4,4,4,4
clohimjd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5589.896484375,2246.510009765625,4,4,4,4,4
cloieefp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5591.4912109375,2255.383056640625,1,1,1,1,1
cloiipac-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5597.1787109375,2261.69970703125,4,4,4,10,10
cloiojfe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5587.8955078125,2260.372802734375,4,4,4,4,4
clojaghl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5585.27978515625,2257.61865234375,1,1,1,4,4
clojhaef-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5594.73193359375,2257.523193359375,1,1,1,1,1
clojhden-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5604.595703125,2258.992431640625,4,4,4,4,4
clojhhok-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5585.5009765625,2246.065185546875,1,1,1,1,1
clojjlnc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5585.65087890625,2253.318359375,1,1,1,4,4
clojpmbk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5583.98486328125,2250.036865234375,1,1,1,1,1
clokafga-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5705.498046875,2328.51904296875,4,4,4,4,4
clokchpj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5703.982421875,2339.33642578125,4,4,4,4,4
clokpfie-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5703.37451171875,2334.06396484375,4,4,4,4,4
clolcmcd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5694.7333984375,2330.8583984375,4,4,4,4,4
clolelem-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5701.1083984375,2360.527587890625,1,1,1,4,4
clollibc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5705.423828125,2364.96240234375,1,1,1,1,4
cloolacp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5702.564453125,2354.840576171875,4,4,4,10,10
clopgjah-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5698.28271484375,2346.69287109375,4,3,3,10,10
clopkkbn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5703.583984375,2350.870361328125,4,4,4,10,10
clopkkfe-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5705.69091796875,2509.999755859375,4,3,3,3,3
clopojcb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5700.24609375,2521.046630859375,1,1,1,1,4
clpaonbh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5695.4765625,2529.131591796875,4,3,3,3,3
clpbapfh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5718.57666015625,2538.810302734375,4,3,3,3,3
clpbbope-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5709.74365234375,2517.493896484375,4,3,3,3,3
clpbpfog-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5712.458984375,2526.0537109375,1,6,6,6,6
clpcfnag-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5704.87548828125,2438.60107421875,1,1,1,4,4
clpckbah-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5707.73779296875,2484.579833984375,4,3,3,3,3
clpdkeji-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.33056640625,2498.591064453125,4,3,3,3,3
clpedmcn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5694.42138671875,2468.97412109375,4,3,3,3,3
clpehbfn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5700.34765625,2476.996337890625,4,4,4,10,10
clpehdcd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5695.48681640625,2434.398681640625,4,3,3,3,13
clpeoelj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5715.69287109375,2450.75927734375,4,3,3,3,3
clpeojjl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5704.3251953125,2445.897216796875,4,3,3,3,3
clpfaama-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5711.9287109375,2358.323486328125,4,4,4,10,10
clpfkhjp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5716.5537109375,2371.575927734375,4,4,1,4,4
clpgadod-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5707.16162109375,2369.087646484375,4,4,4,4,4
clpicfeo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.81005859375,2367.695556640625,4,4,4,4,4
clpifoec-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5713.51220703125,2363.901611328125,1,1,1,4,4
clpjfeek-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5717.1943359375,2375.846435546875,4,1,1,4,4
clpjfepk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5709.4267578125,2290.23779296875,1,4,4,4,4
clpjgbca-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5715.71630859375,2301.53173828125,4,4,4,10,10
clpjjjil-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5708.2529296875,2297.192626953125,4,4,4,4,4
clpjokjj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.62890625,2294.135986328125,4,4,4,10,10
clpkdimc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.52294921875,2342.567138671875,4,4,4,4,4
clpkfomp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5708.462890625,2343.91796875,4,4,4,4,4
clpknafp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5715.45556640625,2347.004150390625,4,4,4,10,10
clpkndmd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5712.71630859375,2352.058349609375,1,1,1,4,4
clplaecc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5708.38330078125,2316.555908203125,4,4,4,4,4
clplaggb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5712.2763671875,2325.22705078125,1,1,1,4,4
clplbgfk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5712.07275390625,2307.6796875,4,4,4,4,4
clplbida-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5713.62158203125,2310.982666015625,1,1,1,4,4
clpmcicd-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5710.111328125,2320.7529296875,4,4,4,4,4
clpmmcej-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5717.06689453125,2337.02490234375,4,4,4,4,4
clpnaboa-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5714.2509765625,2329.774658203125,1,1,1,4,4
clpnahcf-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5709.9580078125,2333.204345703125,1,1,1,4,4
clpndmic-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5700.99609375,2289.392822265625,4,4,4,4,4
clpnfdpo-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5699.744140625,2297.47314453125,4,4,4,4,13
clpnkfjb-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5698.99462890625,2293.1279296875,4,4,4,10,13
clpnlajc-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5701.5185546875,2316.801025390625,1,1,1,4,4
clpnldnm-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5693.64794921875,2317.576904296875,4,4,4,4,4
clpnngek-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5698.2041015625,2325.259765625,4,3,3,3,13
clpnpdoi-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5698.08349609375,2321.298583984375,4,4,4,10,10
clpobmjn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5703.96142578125,2302.2666015625,1,4,4,4,4
clpojiej-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5704.615234375,2312.518310546875,4,4,4,4,4
clpojpnh-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5702.01025390625,2308.1435546875,4,4,4,4,4
clponpfk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5708.0029296875,2305.57275390625,1,1,1,1,1
clpoodhp-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5694.0869140625,2306.38916015625,4,4,4,4,4
clppfilk-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5695.90283203125,2311.885009765625,1,1,1,4,4
clppligl-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5693.4677734375,2300.96240234375,4,4,4,4,4
cmadfakj-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5688.85986328125,2519.904052734375,4,3,3,3,13
cmaekcmn-1,pdac_io_v1,pancreatic ductal epithelium,intestinal-like/PanIN-like ductal epithelial,1,5682.13623046875,2521.957763671875,1,1,1,1,1
