,annotation,annotation_level2,annotated_clusters_update3
exp_40398,stroma-fib,stroma-fib,myCAFs
exp_40399,tumour,tumour,tumour
exp_40400,tumour,tumour,tumour
exp_40401,tumour,tumour,tumour
exp_40402,tumour,tumour,tumour
exp_40403,tumour,tumour,tumour
exp_40404,tumour,tumour,tumour
exp_40405,stroma-fib,stroma-fib,myCAFs
exp_40406,tumour,tumour,tumour
exp_40407,stroma-fib,stroma-fib,myCAFs
exp_40408,stroma-fib,stroma-fib,myCAFs
exp_40409,tumour,tumour,tumour
exp_40410,stroma-fib,stroma-fib,CD90+ CAFs
exp_40411,stroma-immune,vessel,vessel
exp_40412,tumour,tumour,tumour
exp_40413,tumour,tumour,tumour
exp_40414,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40415,tumour,tumour,tumour
exp_40416,tumour,tumour,tumour
exp_40417,tumour,tumour,tumour
exp_40418,tumour,tumour,tumour
exp_40419,tumour,tumour,tumour
exp_40420,stroma-immune,stroma-immune,Monocytes
exp_40421,tumour,tumour,tumour
exp_40422,stroma-fib,stroma-immune,T cells
exp_40423,tumour,tumour,tumour
exp_40424,tumour,tumour,tumour
exp_40425,tumour,tumour,tumour
exp_40426,tumour,tumour,tumour
exp_40427,stroma-immune,stroma-immune,other immune cells
exp_40428,tumour,stroma-immune,Unknown
exp_40429,tumour,tumour,tumour
exp_40430,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40431,tumour,tumour,tumour
exp_40432,tumour,tumour,tumour
exp_40433,tumour,tumour,tumour
exp_40434,stroma-fib,stroma-fib,myCAFs
exp_40435,tumour,tumour,tumour
exp_40436,tumour,tumour,tumour
exp_40437,tumour,tumour,tumour
exp_40438,tumour,tumour,tumour
exp_40439,tumour,tumour,tumour
exp_40440,tumour,tumour,tumour
exp_40441,stroma-fib,stroma-immune,Macrophages
exp_40442,tumour,tumour,tumour
exp_40443,stroma-immune,stroma-immune,Unknown
exp_40444,stroma-immune,stroma-immune,Unknown
exp_40445,tumour,tumour,tumour
exp_40446,tumour,tumour,tumour
exp_40447,stroma-fib,stroma-immune,CD4 T cells
exp_40448,tumour,stroma-immune,CD4 T cells
exp_40449,tumour,tumour,tumour
exp_40450,tumour,tumour,tumour
exp_40451,stroma-immune,stroma-immune,Unknown
exp_40452,tumour,tumour,tumour
exp_40453,tumour,tumour,tumour
exp_40454,tumour,tumour,tumour
exp_40455,tumour,tumour,tumour
exp_40456,stroma-fib,stroma-fib,myCAFs
exp_40457,tumour,tumour,tumour
exp_40458,tumour,tumour,tumour
exp_40459,tumour,tumour,tumour
exp_40460,tumour,tumour,tumour
exp_40461,tumour,tumour,tumour
exp_40462,tumour,tumour,tumour
exp_40463,stroma-fib,stroma-immune,other immune cells
exp_40464,tumour,tumour,tumour
exp_40465,tumour,tumour,tumour
exp_40466,tumour,tumour,tumour
exp_40467,tumour,tumour,tumour
exp_40468,tumour,stroma-immune,Unknown
exp_40469,tumour,tumour,tumour
exp_40470,stroma-immune,vessel,vessel
exp_40471,tumour,tumour,tumour
exp_40472,tumour,tumour,tumour
exp_40473,tumour,tumour,tumour
exp_40474,stroma-fib,stroma-immune,T cells
exp_40475,tumour,tumour,tumour
exp_40476,stroma-fib,stroma-fib,myCAFs
exp_40477,tumour,tumour,tumour
exp_40478,tumour,tumour,tumour
exp_40479,tumour,tumour,tumour
exp_40480,tumour,tumour,tumour
exp_40481,tumour,stroma-immune,Unknown
exp_40482,stroma-immune,vessel,vessel
exp_40483,tumour,tumour,tumour
exp_40484,tumour,tumour,tumour
exp_40485,tumour,tumour,tumour
exp_40486,tumour,stroma-immune,Unknown
exp_40487,tumour,tumour,tumour
exp_40488,stroma-fib,stroma-fib,myCAFs
exp_40489,stroma-immune,stroma-immune,Unknown
exp_40490,stroma-immune,stroma-immune,Unknown
exp_40491,tumour,stroma-immune,Unknown
exp_40492,tumour,tumour,tumour
exp_40493,tumour,tumour,tumour
exp_40494,tumour,tumour,tumour
exp_40495,stroma-fib,stroma-immune,other immune cells
exp_40496,tumour,tumour,tumour
exp_40497,tumour,tumour,tumour
exp_40498,tumour,tumour,tumour
exp_40499,tumour,tumour,tumour
exp_40500,stroma-fib,stroma-fib,myCAFs
exp_40501,stroma-fib,stroma-fib,CD90+ CAFs
exp_40502,tumour,tumour,tumour
exp_40503,tumour,tumour,tumour
exp_40504,stroma-immune,stroma-immune,Monocytes
exp_40505,stroma-immune,stroma-immune,Unknown
exp_40506,tumour,tumour,tumour
exp_40507,tumour,tumour,tumour
exp_40508,tumour,tumour,tumour
exp_40509,stroma-immune,stroma-immune,Unknown
exp_40510,tumour,tumour,tumour
exp_40511,stroma-immune,stroma-immune,Monocytes
exp_40512,tumour,tumour,tumour
exp_40513,stroma-immune,stroma-immune,other immune cells
exp_40514,tumour,tumour,tumour
exp_40515,tumour,tumour,tumour
exp_40516,tumour,tumour,tumour
exp_40517,tumour,tumour,tumour
exp_40518,tumour,tumour,tumour
exp_40519,tumour,tumour,tumour
exp_40520,tumour,stroma-immune,Unknown
exp_40521,tumour,tumour,tumour
exp_40522,stroma-fib,stroma-fib,CD90+ CAFs
exp_40523,stroma-fib,stroma-fib,myCAFs
exp_40524,tumour,tumour,tumour
exp_40525,tumour,tumour,tumour
exp_40526,tumour,tumour,tumour
exp_40527,stroma-fib,stroma-immune,other immune cells
exp_40528,stroma-fib,stroma-fib,myCAFs
exp_40529,tumour,tumour,tumour
exp_40530,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40531,stroma-fib,stroma-fib,CD90+ CAFs
exp_40532,stroma-fib,stroma-fib,myCAFs
exp_40533,tumour,tumour,tumour
exp_40534,tumour,tumour,tumour
exp_40535,stroma-fib,stroma-fib,myCAFs
exp_40536,tumour,tumour,tumour
exp_40537,stroma-fib,stroma-immune,Unknown
exp_40538,tumour,tumour,tumour
exp_40539,tumour,tumour,tumour
exp_40540,tumour,tumour,tumour
exp_40541,tumour,tumour,tumour
exp_40542,tumour,tumour,tumour
exp_40543,tumour,tumour,tumour
exp_40544,tumour,tumour,tumour
exp_40545,tumour,tumour,tumour
exp_40546,tumour,tumour,tumour
exp_40547,tumour,tumour,tumour
exp_40548,tumour,tumour,tumour
exp_40549,tumour,tumour,tumour
exp_40550,tumour,tumour,tumour
exp_40551,stroma-fib,stroma-fib,myCAFs
exp_40552,tumour,tumour,tumour
exp_40553,tumour,stroma-immune,Unknown
exp_40554,tumour,tumour,tumour
exp_40555,stroma-fib,stroma-fib,myCAFs
exp_40556,stroma-fib,stroma-fib,CD90+ CAFs
exp_40557,tumour,tumour,tumour
exp_40558,tumour,tumour,tumour
exp_40559,tumour,tumour,tumour
exp_40560,tumour,tumour,tumour
exp_40561,tumour,tumour,tumour
exp_40562,tumour,tumour,tumour
exp_40563,stroma-fib,stroma-fib,Unknown
exp_40564,tumour,stroma-immune,Unknown
exp_40565,stroma-immune,stroma-immune,other immune cells
exp_40566,tumour,tumour,tumour
exp_40567,tumour,tumour,tumour
exp_40568,tumour,tumour,tumour
exp_40569,tumour,tumour,tumour
exp_40570,tumour,tumour,tumour
exp_40571,stroma-immune,vessel,vessel
exp_40572,stroma-immune,stroma-immune,other immune cells
exp_40573,stroma-immune,stroma-immune,other immune cells
exp_40574,stroma-fib,stroma-fib,CD90+ CAFs
exp_40575,tumour,tumour,tumour
exp_40576,tumour,tumour,tumour
exp_40577,tumour,tumour,tumour
exp_40578,stroma-immune,vessel,vessel
exp_40579,tumour,stroma-immune,CD4 T cells
exp_40580,stroma-fib,stroma-immune,CD4 T cells
exp_40581,tumour,tumour,tumour
exp_40582,tumour,tumour,tumour
exp_40583,tumour,tumour,tumour
exp_40584,tumour,tumour,tumour
exp_40585,tumour,tumour,tumour
exp_40586,stroma-immune,stroma-immune,Monocytes
exp_40587,stroma-immune,stroma-immune,Unknown
exp_40588,tumour,tumour,tumour
exp_40589,tumour,tumour,tumour
exp_40590,tumour,tumour,tumour
exp_40591,stroma-fib,stroma-fib,Unknown
exp_40592,tumour,stroma-immune,other immune cells
exp_40593,stroma-fib,stroma-fib,myCAFs
exp_40594,tumour,tumour,tumour
exp_40595,stroma-fib,stroma-fib,myCAFs
exp_40596,tumour,tumour,tumour
exp_40597,tumour,tumour,tumour
exp_40598,tumour,tumour,tumour
exp_40599,tumour,tumour,tumour
exp_40600,tumour,tumour,tumour
exp_40601,tumour,tumour,tumour
exp_40602,stroma-immune,vessel,vessel
exp_40603,tumour,tumour,tumour
exp_40604,tumour,tumour,tumour
exp_40605,tumour,tumour,tumour
exp_40606,tumour,tumour,tumour
exp_40607,tumour,tumour,tumour
exp_40608,tumour,tumour,tumour
exp_40609,tumour,tumour,tumour
exp_40610,stroma-fib,stroma-fib,myCAFs
exp_40611,stroma-immune,stroma-immune,Unknown
exp_40612,tumour,tumour,tumour
exp_40613,tumour,tumour,tumour
exp_40614,tumour,tumour,tumour
exp_40615,tumour,tumour,tumour
exp_40616,tumour,tumour,tumour
exp_40617,tumour,stroma-immune,Unknown
exp_40618,tumour,tumour,tumour
exp_40619,stroma-immune,stroma-immune,Monocytes
exp_40620,stroma-immune,stroma-immune,other immune cells
exp_40621,tumour,tumour,tumour
exp_40622,tumour,tumour,tumour
exp_40623,tumour,stroma-immune,Unknown
exp_40624,stroma-immune,vessel,vessel
exp_40625,stroma-fib,stroma-fib,myCAFs
exp_40626,tumour,tumour,tumour
exp_40627,tumour,tumour,tumour
exp_40628,tumour,tumour,tumour
exp_40629,tumour,tumour,tumour
exp_40630,stroma-fib,stroma-fib,myCAFs
exp_40631,stroma-fib,stroma-fib,myCAFs
exp_40632,stroma-fib,stroma-fib,myCAFs
exp_40633,tumour,stroma-immune,Unknown
exp_40634,tumour,tumour,tumour
exp_40635,tumour,tumour,tumour
exp_40636,tumour,tumour,tumour
exp_40637,tumour,tumour,tumour
exp_40638,tumour,tumour,tumour
exp_40639,tumour,tumour,tumour
exp_40640,tumour,tumour,tumour
exp_40641,tumour,tumour,tumour
exp_40642,tumour,tumour,tumour
exp_40643,tumour,tumour,tumour
exp_40644,tumour,tumour,tumour
exp_40645,tumour,tumour,tumour
exp_40646,stroma-immune,stroma-immune,Unknown
exp_40647,tumour,tumour,tumour
exp_40648,tumour,tumour,tumour
exp_40649,stroma-immune,stroma-immune,CD4 T cells
exp_40650,tumour,tumour,tumour
exp_40651,stroma-immune,vessel,vessel
exp_40652,tumour,tumour,tumour
exp_40653,stroma-fib,stroma-fib,myCAFs
exp_40654,stroma-fib,stroma-fib,myCAFs
exp_40655,tumour,tumour,tumour
exp_40656,tumour,tumour,tumour
exp_40657,tumour,tumour,tumour
exp_40658,tumour,tumour,tumour
exp_40659,tumour,tumour,tumour
exp_40660,tumour,tumour,tumour
exp_40661,tumour,tumour,tumour
exp_40662,tumour,tumour,tumour
exp_40663,stroma-fib,stroma-fib,myCAFs
exp_40664,tumour,tumour,tumour
exp_40665,tumour,tumour,tumour
exp_40666,tumour,tumour,tumour
exp_40667,stroma-fib,stroma-fib,myCAFs
exp_40668,stroma-fib,stroma-fib,myCAFs
exp_40669,tumour,tumour,tumour
exp_40670,tumour,tumour,tumour
exp_40671,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40672,stroma-fib,stroma-fib,myCAFs
exp_40673,tumour,tumour,tumour
exp_40674,tumour,tumour,tumour
exp_40675,tumour,tumour,tumour
exp_40676,tumour,tumour,tumour
exp_40677,tumour,tumour,tumour
exp_40678,tumour,tumour,tumour
exp_40679,tumour,tumour,tumour
exp_40680,tumour,tumour,tumour
exp_40681,tumour,tumour,tumour
exp_40682,stroma-fib,stroma-fib,CD90+ CAFs
exp_40683,stroma-immune,vessel,vessel
exp_40684,tumour,tumour,tumour
exp_40685,tumour,tumour,tumour
exp_40686,stroma-fib,stroma-fib,myCAFs
exp_40687,tumour,tumour,tumour
exp_40688,tumour,tumour,tumour
exp_40689,stroma-immune,vessel,vessel
exp_40690,stroma-fib,stroma-immune,CD4 T cells
exp_40691,tumour,tumour,tumour
exp_40692,tumour,tumour,tumour
exp_40693,stroma-fib,stroma-fib,Unknown
exp_40694,tumour,tumour,tumour
exp_40695,tumour,tumour,tumour
exp_40696,tumour,tumour,tumour
exp_40697,stroma-immune,stroma-immune,T cells
exp_40698,tumour,tumour,tumour
exp_40699,tumour,tumour,tumour
exp_40700,tumour,tumour,tumour
exp_40701,stroma-fib,stroma-fib,CD90+ CAFs
exp_40702,mix,tumour,tumour
exp_40703,stroma-immune,vessel,vessel
exp_40704,tumour,tumour,tumour
exp_40705,tumour,tumour,tumour
exp_40706,tumour,tumour,tumour
exp_40707,tumour,tumour,tumour
exp_40708,tumour,tumour,tumour
exp_40709,stroma-immune,stroma-immune,Unknown
exp_40710,tumour,tumour,tumour
exp_40711,tumour,tumour,tumour
exp_40712,tumour,tumour,tumour
exp_40713,tumour,tumour,tumour
exp_40714,tumour,tumour,tumour
exp_40715,tumour,tumour,tumour
exp_40716,stroma-immune,stroma-immune,Unknown
exp_40717,stroma-fib,stroma-fib,myCAFs
exp_40718,tumour,tumour,tumour
exp_40719,tumour,tumour,tumour
exp_40720,stroma-immune,vessel,vessel
exp_40721,stroma-fib,stroma-fib,myCAFs
exp_40722,tumour,tumour,tumour
exp_40723,tumour,tumour,tumour
exp_40724,tumour,tumour,tumour
exp_40725,stroma-immune,stroma-immune,Unknown
exp_40726,tumour,tumour,tumour
exp_40727,tumour,tumour,tumour
exp_40728,tumour,tumour,tumour
exp_40729,stroma-fib,stroma-fib,myCAFs
exp_40730,tumour,tumour,tumour
exp_40731,tumour,tumour,tumour
exp_40732,tumour,tumour,tumour
exp_40733,tumour,tumour,tumour
exp_40734,tumour,tumour,tumour
exp_40735,stroma-immune,stroma-immune,Unknown
exp_40736,tumour,tumour,tumour
exp_40737,tumour,stroma-immune,Unknown
exp_40738,tumour,tumour,tumour
exp_40739,stroma-fib,stroma-fib,CD90+ CAFs
exp_40740,tumour,tumour,tumour
exp_40741,tumour,tumour,tumour
exp_40742,tumour,tumour,tumour
exp_40743,stroma-fib,stroma-fib,myCAFs
exp_40744,stroma-immune,stroma-immune,Unknown
exp_40745,tumour,tumour,tumour
exp_40746,tumour,tumour,tumour
exp_40747,tumour,tumour,tumour
exp_40748,tumour,tumour,tumour
exp_40749,stroma-fib,stroma-fib,CD90+ CAFs
exp_40750,stroma-immune,stroma-immune,Unknown
exp_40751,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40752,tumour,tumour,tumour
exp_40753,tumour,tumour,tumour
exp_40754,tumour,stroma-immune,Unknown
exp_40755,tumour,tumour,tumour
exp_40756,tumour,tumour,tumour
exp_40757,tumour,tumour,tumour
exp_40758,tumour,tumour,tumour
exp_40759,tumour,tumour,tumour
exp_40760,stroma-fib,stroma-fib,myCAFs
exp_40761,tumour,tumour,tumour
exp_40762,tumour,tumour,tumour
exp_40763,tumour,tumour,tumour
exp_40764,tumour,tumour,tumour
exp_40765,stroma-fib,stroma-immune,Unknown
exp_40766,tumour,tumour,tumour
exp_40767,tumour,tumour,tumour
exp_40768,tumour,tumour,tumour
exp_40769,tumour,tumour,tumour
exp_40770,stroma-immune,stroma-immune,Unknown
exp_40771,tumour,tumour,tumour
exp_40772,tumour,tumour,tumour
exp_40773,tumour,stroma-immune,Unknown
exp_40774,stroma-fib,stroma-fib,myCAFs
exp_40775,tumour,stroma-immune,Unknown
exp_40776,stroma-immune,vessel,vessel
exp_40777,stroma-immune,vessel,vessel
exp_40778,tumour,tumour,tumour
exp_40779,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40780,tumour,tumour,tumour
exp_40781,stroma-immune,vessel,vessel
exp_40782,stroma-fib,stroma-fib,myCAFs
exp_40783,tumour,tumour,tumour
exp_40784,tumour,tumour,tumour
exp_40785,tumour,tumour,tumour
exp_40786,tumour,tumour,tumour
exp_40787,stroma-immune,vessel,vessel
exp_40788,tumour,tumour,tumour
exp_40789,tumour,tumour,tumour
exp_40790,tumour,tumour,tumour
exp_40791,tumour,tumour,tumour
exp_40792,tumour,tumour,tumour
exp_40793,tumour,tumour,tumour
exp_40794,tumour,tumour,tumour
exp_40795,tumour,tumour,tumour
exp_40796,tumour,tumour,tumour
exp_40797,tumour,tumour,tumour
exp_40798,stroma-immune,vessel,vessel
exp_40799,tumour,tumour,tumour
exp_40800,stroma-fib,stroma-fib,myCAFs
exp_40801,stroma-fib,stroma-fib,CD90+ CAFs
exp_40802,tumour,tumour,tumour
exp_40803,stroma-fib,stroma-fib,myCAFs
exp_40804,tumour,tumour,tumour
exp_40805,tumour,tumour,tumour
exp_40806,tumour,tumour,tumour
exp_40807,stroma-fib,stroma-fib,CD90+ CAFs
exp_40808,tumour,tumour,tumour
exp_40809,tumour,tumour,tumour
exp_40810,tumour,tumour,tumour
exp_40811,tumour,tumour,tumour
exp_40812,tumour,tumour,tumour
exp_40813,tumour,tumour,tumour
exp_40814,stroma-immune,stroma-immune,Unknown
exp_40815,tumour,tumour,tumour
exp_40816,tumour,tumour,tumour
exp_40817,tumour,tumour,tumour
exp_40818,tumour,tumour,tumour
exp_40819,stroma-immune,stroma-immune,CD4 T cells
exp_40820,tumour,tumour,tumour
exp_40821,tumour,tumour,tumour
exp_40822,stroma-fib,stroma-fib,CD90+ CAFs
exp_40823,stroma-immune,stroma-immune,other immune cells
exp_40824,tumour,tumour,tumour
exp_40825,tumour,tumour,tumour
exp_40826,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40827,tumour,tumour,tumour
exp_40828,tumour,tumour,tumour
exp_40829,stroma-immune,vessel,vessel
exp_40830,tumour,tumour,tumour
exp_40831,tumour,tumour,tumour
exp_40832,tumour,tumour,tumour
exp_40833,stroma-immune,stroma-immune,Unknown
exp_40834,tumour,stroma-immune,Unknown
exp_40835,tumour,tumour,tumour
exp_40836,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40837,tumour,tumour,tumour
exp_40838,tumour,tumour,tumour
exp_40839,tumour,tumour,tumour
exp_40840,tumour,tumour,tumour
exp_40841,tumour,tumour,tumour
exp_40842,tumour,tumour,tumour
exp_40843,tumour,tumour,tumour
exp_40844,tumour,stroma-immune,Monocytes
exp_40845,tumour,tumour,tumour
exp_40846,stroma-fib,stroma-immune,Unknown
exp_40847,tumour,tumour,tumour
exp_40848,stroma-immune,stroma-immune,Unknown
exp_40849,tumour,tumour,tumour
exp_40850,tumour,tumour,tumour
exp_40851,tumour,stroma-immune,Unknown
exp_40852,stroma-immune,stroma-immune,Unknown
exp_40853,tumour,tumour,tumour
exp_40854,tumour,tumour,tumour
exp_40855,stroma-fib,stroma-immune,CD4 T cells
exp_40856,tumour,tumour,tumour
exp_40857,tumour,tumour,tumour
exp_40858,tumour,tumour,tumour
exp_40859,tumour,tumour,tumour
exp_40860,tumour,tumour,tumour
exp_40861,stroma-fib,stroma-fib,myCAFs
exp_40862,tumour,tumour,tumour
exp_40863,tumour,stroma-immune,Unknown
exp_40864,stroma-immune,vessel,vessel
exp_40865,tumour,tumour,tumour
exp_40866,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40867,stroma-immune,stroma-immune,T cells
exp_40868,stroma-fib,stroma-fib,myCAFs
exp_40869,tumour,tumour,tumour
exp_40870,tumour,tumour,tumour
exp_40871,tumour,tumour,tumour
exp_40872,tumour,tumour,tumour
exp_40873,stroma-immune,stroma-immune,Unknown
exp_40874,tumour,tumour,tumour
exp_40875,stroma-immune,stroma-immune,Unknown
exp_40876,tumour,tumour,tumour
exp_40877,tumour,tumour,tumour
exp_40878,tumour,tumour,tumour
exp_40879,tumour,tumour,tumour
exp_40880,tumour,tumour,tumour
exp_40881,tumour,tumour,tumour
exp_40882,tumour,tumour,tumour
exp_40883,tumour,tumour,tumour
exp_40884,stroma-fib,stroma-fib,myCAFs
exp_40885,tumour,stroma-immune,Unknown
exp_40886,stroma-fib,stroma-fib,myCAFs
exp_40887,stroma-fib,stroma-immune,T cells
exp_40888,tumour,tumour,tumour
exp_40889,tumour,tumour,tumour
exp_40890,tumour,stroma-immune,Unknown
exp_40891,tumour,tumour,tumour
exp_40892,tumour,tumour,tumour
exp_40893,tumour,tumour,tumour
exp_40894,tumour,tumour,tumour
exp_40895,tumour,tumour,tumour
exp_40896,tumour,tumour,tumour
exp_40897,tumour,tumour,tumour
exp_40898,tumour,tumour,tumour
exp_40899,tumour,tumour,tumour
exp_40900,tumour,tumour,tumour
exp_40901,tumour,stroma-immune,Monocytes
exp_40902,stroma-fib,stroma-fib,myCAFs
exp_40903,tumour,tumour,tumour
exp_40904,tumour,tumour,tumour
exp_40905,mix,tumour,tumour
exp_40906,stroma-immune,stroma-immune,Unknown
exp_40907,tumour,tumour,tumour
exp_40908,stroma-fib,stroma-fib,myCAFs
exp_40909,tumour,tumour,tumour
exp_40910,tumour,tumour,tumour
exp_40911,tumour,tumour,tumour
exp_40912,tumour,tumour,tumour
exp_40913,stroma-fib,stroma-fib,myCAFs
exp_40914,tumour,tumour,tumour
exp_40915,tumour,tumour,tumour
exp_40916,tumour,tumour,tumour
exp_40917,tumour,tumour,tumour
exp_40918,tumour,tumour,tumour
exp_40919,stroma-fib,stroma-immune,other immune cells
exp_40920,stroma-fib,stroma-immune,T cells
exp_40921,tumour,tumour,tumour
exp_40922,tumour,tumour,tumour
exp_40923,tumour,tumour,tumour
exp_40924,tumour,tumour,tumour
exp_40925,tumour,tumour,tumour
exp_40926,stroma-fib,stroma-fib,myCAFs
exp_40927,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40928,stroma-fib,stroma-fib,myCAFs
exp_40929,stroma-fib,stroma-fib,myCAFs
exp_40930,tumour,tumour,tumour
exp_40931,tumour,tumour,tumour
exp_40932,tumour,tumour,tumour
exp_40933,tumour,tumour,tumour
exp_40934,tumour,tumour,tumour
exp_40935,tumour,tumour,tumour
exp_40936,stroma-fib,stroma-fib,CD90+ CAFs
exp_40937,tumour,tumour,tumour
exp_40938,tumour,tumour,tumour
exp_40939,tumour,tumour,tumour
exp_40940,tumour,tumour,tumour
exp_40941,stroma-fib,stroma-fib,myCAFs
exp_40942,tumour,tumour,tumour
exp_40943,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40944,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40945,stroma-immune,vessel,vessel
exp_40946,tumour,tumour,tumour
exp_40947,tumour,tumour,tumour
exp_40948,tumour,tumour,tumour
exp_40949,tumour,tumour,tumour
exp_40950,tumour,tumour,tumour
exp_40951,tumour,tumour,tumour
exp_40952,stroma-immune,vessel,vessel
exp_40953,tumour,tumour,tumour
exp_40954,tumour,tumour,tumour
exp_40955,tumour,tumour,tumour
exp_40956,tumour,tumour,tumour
exp_40957,tumour,tumour,tumour
exp_40958,tumour,tumour,tumour
exp_40959,tumour,tumour,tumour
exp_40960,tumour,tumour,tumour
exp_40961,tumour,tumour,tumour
exp_40962,tumour,stroma-immune,CD4 T cells
exp_40963,tumour,tumour,tumour
exp_40964,tumour,tumour,tumour
exp_40965,tumour,tumour,tumour
exp_40966,tumour,tumour,tumour
exp_40967,tumour,tumour,tumour
exp_40968,tumour,tumour,tumour
exp_40969,tumour,tumour,tumour
exp_40970,tumour,tumour,tumour
exp_40971,tumour,tumour,tumour
exp_40972,stroma-fib,stroma-fib,myCAFs
exp_40973,stroma-fib,stroma-fib,myCAFs
exp_40974,tumour,tumour,tumour
exp_40975,tumour,tumour,tumour
exp_40976,tumour,tumour,tumour
exp_40977,tumour,tumour,tumour
exp_40978,tumour,tumour,tumour
exp_40979,tumour,tumour,tumour
exp_40980,tumour,tumour,tumour
exp_40981,tumour,tumour,tumour
exp_40982,tumour,tumour,tumour
exp_40983,tumour,tumour,tumour
exp_40984,tumour,tumour,tumour
exp_40985,tumour,tumour,tumour
exp_40986,tumour,tumour,tumour
exp_40987,tumour,tumour,tumour
exp_40988,tumour,tumour,tumour
exp_40989,stroma-fib,stroma-fib,PDPN+ CAFs
exp_40990,stroma-fib,stroma-immune,CD4 T cells
exp_40991,tumour,tumour,tumour
exp_40992,tumour,tumour,tumour
exp_40993,tumour,tumour,tumour
exp_40994,tumour,tumour,tumour
exp_40995,tumour,tumour,tumour
exp_40996,tumour,tumour,tumour
exp_40997,tumour,tumour,tumour
exp_40998,tumour,tumour,tumour
exp_40999,tumour,stroma-immune,Unknown
exp_41000,tumour,stroma-immune,other immune cells
exp_41001,tumour,tumour,tumour
exp_41002,tumour,tumour,tumour
exp_41003,tumour,tumour,tumour
exp_41004,tumour,tumour,tumour
exp_41005,tumour,tumour,tumour
exp_41006,tumour,tumour,tumour
exp_41007,tumour,tumour,tumour
exp_41008,tumour,tumour,tumour
exp_41009,tumour,tumour,tumour
exp_41010,tumour,tumour,tumour
exp_41011,stroma-immune,vessel,vessel
exp_41012,tumour,tumour,tumour
exp_41013,tumour,stroma-immune,Unknown
exp_41014,tumour,tumour,tumour
exp_41015,stroma-fib,stroma-immune,T cells
exp_41016,stroma-fib,stroma-fib,PDPN+ CAFs
exp_41017,tumour,tumour,tumour
exp_41018,tumour,tumour,tumour
exp_41019,tumour,tumour,tumour
exp_41020,tumour,tumour,tumour
exp_41021,tumour,tumour,tumour
exp_41022,tumour,tumour,tumour
exp_41023,tumour,tumour,tumour
exp_41024,tumour,tumour,tumour
exp_41025,tumour,tumour,tumour
exp_41026,stroma-fib,stroma-fib,myCAFs
exp_41027,tumour,tumour,tumour
exp_41028,tumour,tumour,tumour
exp_41029,tumour,tumour,tumour
exp_41030,tumour,tumour,tumour
exp_41031,stroma-fib,stroma-fib,CD90+ CAFs
exp_41032,stroma-immune,vessel,vessel
exp_41033,tumour,tumour,tumour
exp_41034,tumour,tumour,tumour
exp_41035,tumour,tumour,tumour
exp_41036,stroma-fib,stroma-fib,myCAFs
exp_41037,tumour,tumour,tumour
exp_41038,tumour,tumour,tumour
exp_41039,tumour,tumour,tumour
exp_41040,tumour,stroma-immune,Unknown
exp_41041,tumour,tumour,tumour
exp_41042,tumour,tumour,tumour
exp_41043,tumour,tumour,tumour
exp_41044,tumour,stroma-immune,Unknown
exp_41045,tumour,tumour,tumour
exp_41046,tumour,tumour,tumour
exp_41047,tumour,tumour,tumour
exp_41048,tumour,stroma-immune,CD4 T cells
exp_41049,tumour,tumour,tumour
exp_41050,tumour,tumour,tumour
exp_41051,tumour,tumour,tumour
exp_41052,tumour,tumour,tumour
exp_41053,tumour,tumour,tumour
exp_41054,tumour,tumour,tumour
exp_41055,tumour,tumour,tumour
exp_41056,stroma-immune,stroma-immune,Unknown
exp_41057,tumour,tumour,tumour
exp_41058,tumour,tumour,tumour
exp_41059,stroma-fib,stroma-fib,myCAFs
exp_41060,stroma-fib,stroma-fib,myCAFs
exp_41061,tumour,tumour,tumour
exp_41062,tumour,tumour,tumour
exp_41063,tumour,tumour,tumour
exp_41064,tumour,tumour,tumour
exp_41065,tumour,tumour,tumour
exp_41066,tumour,tumour,tumour
exp_41067,tumour,tumour,tumour
exp_41068,tumour,tumour,tumour
exp_41069,tumour,tumour,tumour
exp_41070,tumour,tumour,tumour
exp_41071,tumour,tumour,tumour
exp_41072,tumour,tumour,tumour
exp_41073,stroma-fib,stroma-immune,CD4 T cells
exp_41074,stroma-immune,vessel,vessel
exp_41075,stroma-fib,stroma-fib,CD90+ CAFs
exp_41076,tumour,tumour,tumour
exp_41077,tumour,tumour,tumour
exp_41078,tumour,tumour,tumour
exp_41079,tumour,tumour,tumour
exp_41080,tumour,tumour,tumour
exp_41081,tumour,tumour,tumour
exp_41082,tumour,tumour,tumour
exp_41083,tumour,tumour,tumour
exp_41084,stroma-fib,stroma-fib,myCAFs
exp_41085,tumour,tumour,tumour
exp_41086,tumour,tumour,tumour
exp_41087,tumour,tumour,tumour
exp_41088,stroma-immune,stroma-immune,Unknown
exp_41089,tumour,tumour,tumour
