,svm_prob_CD4 T cells,svm_prob_CD90+ CAFs,svm_prob_Dendritic cells,svm_prob_Macrophages,svm_prob_Monocytes,svm_prob_PDPN+ CAFs,svm_prob_T cells,svm_prob_myCAFs,svm_prob_other immune cells,svm_prob_tumour,svm_prob_vessel
exp_87,,,,,,,,,,,
exp_88,,,,,,,,,,,
exp_89,,,,,,,,,,,
exp_90,0.0012881349388673845,0.0008463320052285031,0.00045311891019539244,0.0013217076367827854,0.0020315812157814766,0.001015390987473298,0.0011633099170899259,0.011806618419223506,0.009808352316251772,0.9664130801863057,0.003852373466800334
exp_91,,,,,,,,,,,
exp_92,0.0012874503127987486,0.0008464660002872493,0.00045322789883131103,0.0013224080003051688,0.0020309295447774765,0.0010155126488972485,0.0011638063776672704,0.011811397210437983,0.0098155235938337,0.9663993486637084,0.003853929748455591
exp_93,,,,,,,,,,,
exp_94,,,,,,,,,,,
exp_95,,,,,,,,,,,
exp_96,,,,,,,,,,,
exp_97,,,,,,,,,,,
exp_98,,,,,,,,,,,
exp_99,,,,,,,,,,,
exp_100,,,,,,,,,,,
exp_101,,,,,,,,,,,
exp_102,,,,,,,,,,,
exp_103,,,,,,,,,,,
exp_104,,,,,,,,,,,
exp_105,,,,,,,,,,,
exp_106,,,,,,,,,,,
exp_107,,,,,,,,,,,
exp_108,,,,,,,,,,,
exp_109,0.0009591381902027204,0.0006844954895853987,0.000341632264784073,0.0009976208246863015,0.0013827109743175157,0.0007944683126872689,0.0018360543984844455,0.009665399160005453,0.006521883673058353,0.9746356828754723,0.002180913836716526
exp_110,,,,,,,,,,,
exp_111,,,,,,,,,,,
exp_112,,,,,,,,,,,
exp_113,,,,,,,,,,,
exp_114,,,,,,,,,,,
exp_115,,,,,,,,,,,
exp_116,,,,,,,,,,,
exp_117,,,,,,,,,,,
exp_118,0.0011197222608849437,0.0006406444584461032,0.00039088799902170155,0.0011605464510017365,0.0016952210022488621,0.0008744861308424682,0.0010964312611387202,0.010565782629341419,0.009035850824152895,0.9705995664426325,0.0028208605402888546
exp_119,,,,,,,,,,,
exp_120,,,,,,,,,,,
exp_121,,,,,,,,,,,
exp_122,,,,,,,,,,,
exp_123,,,,,,,,,,,
exp_124,,,,,,,,,,,
exp_125,,,,,,,,,,,
exp_126,,,,,,,,,,,
exp_127,,,,,,,,,,,
exp_128,,,,,,,,,,,
exp_129,0.0011182242008955265,0.0024760799647240376,0.00039283468380111946,0.0011540910236467992,0.0016045950883813883,0.0008823342750190535,0.0016197342968045161,0.011561346027067647,0.007980958277667398,0.968905550938023,0.0023042512239697995
exp_130,,,,,,,,,,,
exp_131,,,,,,,,,,,
exp_132,,,,,,,,,,,
exp_133,,,,,,,,,,,
exp_134,,,,,,,,,,,
exp_135,,,,,,,,,,,
exp_136,,,,,,,,,,,
exp_137,,,,,,,,,,,
exp_138,,,,,,,,,,,
exp_139,,,,,,,,,,,
exp_140,,,,,,,,,,,
exp_141,,,,,,,,,,,
exp_142,,,,,,,,,,,
exp_143,,,,,,,,,,,
exp_144,,,,,,,,,,,
exp_145,0.0010519532182413653,0.006152528486301662,0.00036819549440756554,0.0010343719394704624,0.0013464818873232464,0.0007998523563206167,0.0017169078845747229,0.015059311173738819,0.008879263762891448,0.9619675889755989,0.0016235448211311702
exp_146,,,,,,,,,,,
exp_147,,,,,,,,,,,
exp_148,,,,,,,,,,,
exp_149,,,,,,,,,,,
exp_150,,,,,,,,,,,
exp_151,,,,,,,,,,,
exp_152,,,,,,,,,,,
exp_153,,,,,,,,,,,
exp_154,0.0010155065068661233,0.0006709248639581864,0.00037105282399002196,0.0010797159404067832,0.0015224146477708911,0.0008950069899795072,0.0012331028965753897,0.009106777138061921,0.01195099266945259,0.9695635961461999,0.0025909093767392468
exp_155,,,,,,,,,,,
exp_156,,,,,,,,,,,
exp_157,,,,,,,,,,,
exp_158,,,,,,,,,,,
exp_159,,,,,,,,,,,
exp_160,,,,,,,,,,,
exp_161,,,,,,,,,,,
exp_162,,,,,,,,,,,
exp_163,0.0028195886779940555,0.032189412594567667,0.0008644929835243614,0.0023396467294878646,0.0029722559912741266,0.002326238146917619,0.0027475581729330617,0.01689964317057446,0.011405489596628725,0.9219558292082912,0.003479844727806819
exp_164,,,,,,,,,,,
exp_165,,,,,,,,,,,
exp_166,,,,,,,,,,,
exp_167,,,,,,,,,,,
exp_168,,,,,,,,,,,
exp_169,,,,,,,,,,,
exp_170,,,,,,,,,,,
exp_171,,,,,,,,,,,
exp_172,,,,,,,,,,,
exp_173,,,,,,,,,,,
exp_174,,,,,,,,,,,
exp_175,0.001281597263868551,0.0008358256484759912,0.0004512113208840888,0.0013170104646620107,0.002013785004971096,0.0010119336285404701,0.001164395869116646,0.011800874605288114,0.009918107039302865,0.9663860840589723,0.003819175095918385
exp_176,,,,,,,,,,,
exp_177,,,,,,,,,,,
exp_178,,,,,,,,,,,
exp_179,,,,,,,,,,,
exp_180,,,,,,,,,,,
exp_181,,,,,,,,,,,
exp_182,,,,,,,,,,,
exp_183,,,,,,,,,,,
exp_184,,,,,,,,,,,
exp_185,,,,,,,,,,,
exp_186,,,,,,,,,,,
exp_187,,,,,,,,,,,
exp_188,,,,,,,,,,,
exp_189,,,,,,,,,,,
exp_190,0.011032788219180053,0.3737512733965481,0.0031609431427384624,0.008752340118719941,0.008719715223810485,0.0074697380169926955,0.008723460528433907,0.026550213722200837,0.029644549706683503,0.5146813259903963,0.007513651934295822
exp_191,,,,,,,,,,,
exp_192,,,,,,,,,,,
exp_193,,,,,,,,,,,
exp_194,,,,,,,,,,,
exp_195,,,,,,,,,,,
exp_196,0.001605860872271503,0.008839331075816121,0.000564944103526496,0.0014085086142117944,0.00181014196716632,0.0010831453273082096,0.002250203338158748,0.05326509868139041,0.009888217647013567,0.9171397651191899,0.0021447832539471
exp_197,,,,,,,,,,,
exp_198,,,,,,,,,,,
exp_199,,,,,,,,,,,
exp_200,,,,,,,,,,,
exp_201,,,,,,,,,,,
exp_202,,,,,,,,,,,
exp_203,0.001471807570299932,0.0010872490941901056,0.0005104897765878774,0.0013552840469662126,0.0021031846470359558,0.0032056113005814067,0.0017284774339700274,0.011947320598339852,0.009812524454473318,0.9630127428195312,0.0037653082580240585
exp_204,,,,,,,,,,,
exp_205,,,,,,,,,,,
exp_206,,,,,,,,,,,
exp_207,,,,,,,,,,,
exp_208,,,,,,,,,,,
exp_209,,,,,,,,,,,
exp_210,,,,,,,,,,,
exp_211,,,,,,,,,,,
exp_212,,,,,,,,,,,
exp_213,,,,,,,,,,,
exp_214,,,,,,,,,,,
exp_215,,,,,,,,,,,
exp_216,,,,,,,,,,,
exp_217,,,,,,,,,,,
exp_218,,,,,,,,,,,
exp_219,,,,,,,,,,,
exp_220,,,,,,,,,,,
exp_221,,,,,,,,,,,
exp_222,,,,,,,,,,,
exp_223,,,,,,,,,,,
exp_224,,,,,,,,,,,
exp_225,,,,,,,,,,,
exp_226,0.0011269140987151263,0.0016638967387685114,0.00040898880508606487,0.0010541040648928527,0.0014544297057978255,0.0008372099948826693,0.0025863097572120797,0.027589727305766452,0.015081674469243484,0.9461267489861621,0.002069996073472589
exp_227,,,,,,,,,,,
exp_228,0.0012882719793666784,0.0008461408868230706,0.00045345526318070907,0.0013232125911506977,0.00203029795883964,0.0010154061786564505,0.001164012196816242,0.011822743558253334,0.009812188545224471,0.9663939472792095,0.003850323562478952
exp_229,,,,,,,,,,,
exp_230,,,,,,,,,,,
exp_231,,,,,,,,,,,
exp_232,,,,,,,,,,,
exp_233,,,,,,,,,,,
exp_234,,,,,,,,,,,
exp_235,0.0044278489422587665,0.0786179384373034,0.001238414765244484,0.0032841032764031174,0.0039856500576855615,0.005663629201078353,0.005061058992255772,0.017790383602265637,0.014742731277798281,0.8611467378399896,0.004041503607716828
exp_236,,,,,,,,,,,
exp_237,,,,,,,,,,,
exp_238,,,,,,,,,,,
exp_239,,,,,,,,,,,
exp_240,,,,,,,,,,,
exp_241,,,,,,,,,,,
exp_242,,,,,,,,,,,
exp_243,,,,,,,,,,,
exp_244,,,,,,,,,,,
exp_245,,,,,,,,,,,
exp_246,0.00128857085684261,0.0008465338372904147,0.00045338404950922244,0.0013222563937423195,0.0020318540397749585,0.001015585728151,0.001163401072061495,0.011824966359016875,0.009814691602447188,0.9663840110221297,0.003854745039034341
exp_247,0.0012876497061794338,0.0008458662553132053,0.00045326816254643367,0.0013221424273719127,0.002030726850881001,0.0010152047424012525,0.0011634228480732283,0.011803455635503522,0.009802544939106496,0.9664250622577498,0.0038506561748737145
exp_248,,,,,,,,,,,
exp_249,,,,,,,,,,,
exp_250,,,,,,,,,,,
exp_251,0.0011610306760888546,0.0007368208599543034,0.0004144760516743808,0.0012020151321520066,0.0017514602940852044,0.0009550390925312216,0.0014254148926690648,0.010735185548449183,0.012114640487250746,0.9663409443863797,0.003162972578765415
exp_252,0.0012876106756647332,0.0008463760974948611,0.0004530081795873304,0.0013225389462971208,0.0020313378853846153,0.0010154134747920923,0.0011634320272523552,0.011810420764415653,0.009808265564656296,0.9664087267531597,0.0038528696312954062
exp_253,,,,,,,,,,,
exp_254,,,,,,,,,,,
exp_255,,,,,,,,,,,
exp_256,0.0019103632901438584,0.018807433885630637,0.000591747905267507,0.001599594163026093,0.0020966570874475913,0.0016418144282576955,0.0017443257458789644,0.014494850448272915,0.011270322172023898,0.9434321223591388,0.002410768514912326
exp_257,,,,,,,,,,,
exp_258,,,,,,,,,,,
exp_259,,,,,,,,,,,
exp_260,,,,,,,,,,,
exp_261,,,,,,,,,,,
exp_262,,,,,,,,,,,
exp_263,,,,,,,,,,,
exp_264,,,,,,,,,,,
exp_265,,,,,,,,,,,
exp_266,,,,,,,,,,,
exp_267,,,,,,,,,,,
exp_268,,,,,,,,,,,
exp_269,,,,,,,,,,,
exp_270,,,,,,,,,,,
exp_271,,,,,,,,,,,
exp_272,,,,,,,,,,,
exp_273,,,,,,,,,,,
exp_274,,,,,,,,,,,
exp_275,,,,,,,,,,,
exp_276,,,,,,,,,,,
exp_277,,,,,,,,,,,
exp_278,,,,,,,,,,,
exp_279,,,,,,,,,,,
exp_280,,,,,,,,,,,
exp_281,,,,,,,,,,,
exp_282,,,,,,,,,,,
exp_283,0.001360195102795037,0.0008279711001044572,0.0004725069087876332,0.001368560065678379,0.0020718933179994427,0.0010327234709939764,0.001398961219966905,0.01398828635491293,0.013389080097361145,0.9601206811881775,0.0039691411732228005
exp_284,,,,,,,,,,,
exp_285,,,,,,,,,,,
exp_286,,,,,,,,,,,
exp_287,,,,,,,,,,,
exp_288,0.0011973663380707,0.0007717603997522351,0.0004297108282273322,0.0012403557333184748,0.0018153010751166324,0.0009829266346909192,0.0011761936746067922,0.01179458260568811,0.01539319434615982,0.9618263571348094,0.0033722512295599975
exp_289,,,,,,,,,,,
exp_290,,,,,,,,,,,
exp_291,,,,,,,,,,,
exp_292,0.01246842858785971,0.009124415156167423,0.0036174481589550883,0.006118742158290107,0.009621837396168707,0.3160860206612821,0.014889481462978218,0.028942916964313822,0.045390142284615846,0.5424194016083884,0.011321165560980707
exp_293,,,,,,,,,,,
exp_294,,,,,,,,,,,
exp_295,,,,,,,,,,,
exp_296,0.0012803630867521208,0.0008436164753039823,0.000450912607981699,0.0013154829870676878,0.002019063709899717,0.0010125196682942105,0.0011594875616032856,0.011710843155009087,0.009734940426542578,0.966650565224844,0.0038222050967010486
exp_297,,,,,,,,,,,
exp_298,,,,,,,,,,,
exp_299,,,,,,,,,,,
exp_300,,,,,,,,,,,
exp_301,,,,,,,,,,,
exp_302,,,,,,,,,,,
exp_303,,,,,,,,,,,
exp_304,,,,,,,,,,,
exp_305,,,,,,,,,,,
exp_306,,,,,,,,,,,
exp_307,,,,,,,,,,,
exp_308,,,,,,,,,,,
exp_309,,,,,,,,,,,
exp_310,,,,,,,,,,,
exp_311,,,,,,,,,,,
exp_312,,,,,,,,,,,
exp_313,,,,,,,,,,,
exp_314,,,,,,,,,,,
exp_315,,,,,,,,,,,
exp_316,,,,,,,,,,,
exp_317,,,,,,,,,,,
exp_318,0.001644338573759288,0.011272030628184177,0.0005481815207741642,0.0014099247045231305,0.0019078864272216488,0.0011467816958461365,0.0025806207600857314,0.014042820303459966,0.016542235370928953,0.9464434979212322,0.0024616820939845495
exp_319,0.0011649355588258738,0.004810051973184926,0.0004059358537714096,0.0011050158941413458,0.001521067842367823,0.0013858110349937395,0.002177394213440775,0.01622500173688444,0.008613131874643474,0.9605800223139503,0.0020116317037961696
exp_320,,,,,,,,,,,
exp_321,,,,,,,,,,,
exp_322,,,,,,,,,,,
exp_323,,,,,,,,,,,
exp_324,,,,,,,,,,,
exp_325,0.002607942500813462,0.030542140551455547,0.0008778233025460927,0.002248788495896717,0.0027215751256186886,0.0019204324716615307,0.0025876123766550314,0.02564614230318604,0.011853612231535965,0.91600738594082,0.002986544699810968
exp_326,,,,,,,,,,,
exp_327,,,,,,,,,,,
exp_328,,,,,,,,,,,
exp_329,,,,,,,,,,,
exp_330,,,,,,,,,,,
exp_331,,,,,,,,,,,
exp_332,,,,,,,,,,,
exp_333,,,,,,,,,,,
exp_334,,,,,,,,,,,
exp_335,,,,,,,,,,,
exp_336,,,,,,,,,,,
exp_337,,,,,,,,,,,
exp_338,,,,,,,,,,,
exp_339,,,,,,,,,,,
exp_340,,,,,,,,,,,
exp_341,,,,,,,,,,,
exp_342,,,,,,,,,,,
exp_343,,,,,,,,,,,
exp_344,,,,,,,,,,,
exp_345,,,,,,,,,,,
exp_346,,,,,,,,,,,
exp_347,,,,,,,,,,,
exp_348,,,,,,,,,,,
exp_349,,,,,,,,,,,
exp_350,,,,,,,,,,,
exp_351,,,,,,,,,,,
exp_352,0.0023971211657315924,0.04089081479296149,0.0007489143902391541,0.001970134329394697,0.002324190080530974,0.0018135733842801448,0.00312469169684501,0.01946515560719206,0.02000198731175026,0.9048122567576227,0.0024511604834520917
exp_353,,,,,,,,,,,
exp_354,0.0010933386079876924,0.001865389139539677,0.00038560228627295665,0.001344779032462284,0.001645796194450747,0.0009221557771319541,0.0010988037397706978,0.011074241575828914,0.010608935798337516,0.9674486839340272,0.002512273914190876
exp_355,,,,,,,,,,,
exp_356,,,,,,,,,,,
exp_357,0.0012896043731437028,0.0007998799534548632,0.0004552776653449385,0.0013090752635430112,0.0019464551449879127,0.0010168851694494793,0.0013590067803938958,0.013238090378396357,0.016005489028221815,0.9588655513446129,0.00371468489845156
exp_358,,,,,,,,,,,
exp_359,,,,,,,,,,,
exp_360,,,,,,,,,,,
exp_361,0.001482199040226288,0.009743193647524183,0.00047747345260147915,0.0016288207074384939,0.001847182321328967,0.0011554929745431354,0.0012183876154789497,0.012031648972442518,0.009380526209441803,0.958730222640535,0.0023048524184389116
exp_362,,,,,,,,,,,
exp_363,,,,,,,,,,,
exp_364,0.0018226365308226095,0.013645446452635294,0.0005968805195965217,0.002046272309613271,0.0021963562159214747,0.0013995276209163756,0.001647538628697218,0.013212390975180408,0.011241205974132952,0.9493976843780382,0.0027940603944456997
exp_365,,,,,,,,,,,
exp_366,,,,,,,,,,,
exp_367,,,,,,,,,,,
exp_368,,,,,,,,,,,
exp_369,,,,,,,,,,,
exp_370,,,,,,,,,,,
exp_371,,,,,,,,,,,
exp_372,,,,,,,,,,,
exp_373,,,,,,,,,,,
exp_374,,,,,,,,,,,
exp_375,,,,,,,,,,,
exp_376,,,,,,,,,,,
exp_377,,,,,,,,,,,
exp_378,,,,,,,,,,,
exp_379,0.0012898449568747793,0.0008479926224832889,0.0004541457410687268,0.001324026912707225,0.002034069652698803,0.001017110001887512,0.0011646312208877096,0.011843997452522202,0.009911970056337017,0.9662464802999828,0.0038657310825498323
exp_380,,,,,,,,,,,
exp_381,,,,,,,,,,,
exp_382,,,,,,,,,,,
exp_383,,,,,,,,,,,
exp_384,,,,,,,,,,,
exp_385,,,,,,,,,,,
exp_386,,,,,,,,,,,
exp_387,,,,,,,,,,,
exp_388,,,,,,,,,,,
exp_389,,,,,,,,,,,
exp_390,0.0011365312371836946,0.0007458206667348994,0.00041309820943971707,0.0011902403320253102,0.0017186722316447627,0.0009654216402292207,0.0011282862358532179,0.011052746151239379,0.016024753141733655,0.9624536509220276,0.0031707792318881553
exp_391,0.001512594910691602,0.0029174760944373095,0.0005131810693171599,0.001314888336903914,0.0019634896372376083,0.0033801717847869893,0.0032394435001088266,0.0123293619757559,0.009836062894597536,0.9598549689536098,0.003138360842553219
exp_392,,,,,,,,,,,
exp_393,,,,,,,,,,,
exp_394,,,,,,,,,,,
exp_395,,,,,,,,,,,
exp_396,,,,,,,,,,,
exp_397,,,,,,,,,,,
exp_398,,,,,,,,,,,
exp_399,,,,,,,,,,,
exp_400,,,,,,,,,,,
exp_401,,,,,,,,,,,
exp_402,,,,,,,,,,,
exp_403,,,,,,,,,,,
exp_404,,,,,,,,,,,
exp_405,0.0013474503422035704,0.004049203479923387,0.0004483804374096118,0.001175967924838988,0.0017080542733522313,0.002249387702526981,0.002639028797123561,0.0119981016916736,0.009673776278831767,0.9622597975765963,0.002450851495520114
exp_406,,,,,,,,,,,
exp_407,,,,,,,,,,,
exp_408,,,,,,,,,,,
exp_409,,,,,,,,,,,
exp_410,,,,,,,,,,,
exp_411,,,,,,,,,,,
exp_412,,,,,,,,,,,
exp_413,,,,,,,,,,,
exp_414,,,,,,,,,,,
exp_415,,,,,,,,,,,
exp_416,,,,,,,,,,,
exp_417,0.0016583595925324921,0.019712009260945552,0.0005032304783690813,0.0018881187756578865,0.0019462518125360814,0.0014168393157233574,0.0015528989903679624,0.007288680038878847,0.00962331405704182,0.9521132406426785,0.002297057035268
exp_418,,,,,,,,,,,
exp_419,0.0012298665542535047,0.0008113066587660815,0.0004667635136394659,0.0012217505354120382,0.0017409273529399084,0.001073299930793954,0.0011818891691473459,0.012244937156884314,0.04757752732440603,0.929194538795673,0.0032571930080843143
exp_420,,,,,,,,,,,
exp_421,,,,,,,,,,,
exp_422,,,,,,,,,,,
exp_423,0.001276976383046699,0.0016737320220323833,0.0005013794985963915,0.004129951145245072,0.0020213976543489885,0.0010867238326379564,0.0011310257781128837,0.01203953143535446,0.011071355505272547,0.9616869771624295,0.0033809495829226475
exp_424,,,,,,,,,,,
exp_425,,,,,,,,,,,
exp_426,,,,,,,,,,,
exp_427,0.0013682588592232852,0.0008300465943233741,0.00047718159022289375,0.0013736705785657624,0.002082352056474968,0.0010472405785772357,0.001603876430941141,0.013637463304673901,0.013733242173489051,0.9598116672336878,0.0040350005998205755
exp_428,,,,,,,,,,,
exp_429,,,,,,,,,,,
exp_430,,,,,,,,,,,
exp_431,,,,,,,,,,,
exp_432,,,,,,,,,,,
exp_433,,,,,,,,,,,
exp_434,,,,,,,,,,,
exp_435,,,,,,,,,,,
exp_436,,,,,,,,,,,
exp_437,,,,,,,,,,,
exp_438,,,,,,,,,,,
exp_439,,,,,,,,,,,
exp_440,,,,,,,,,,,
exp_441,,,,,,,,,,,
exp_442,,,,,,,,,,,
exp_443,,,,,,,,,,,
exp_444,,,,,,,,,,,
exp_445,,,,,,,,,,,
exp_446,0.0012400526065035986,0.0008278677283212751,0.00043917108331467366,0.0012827255426482898,0.0019524769562812476,0.0009971606458479153,0.0011372084722884458,0.011216153594948493,0.009350742562230207,0.9678924102949663,0.0036640305126487763
exp_447,,,,,,,,,,,
exp_448,0.0012355411069418997,0.008118188138308028,0.0004087542860843132,0.001436112917955053,0.0014920199064561695,0.0009588603130371267,0.0016292432552012731,0.0148825148857028,0.007558651903259599,0.9605086904407961,0.00177142284625817
exp_449,,,,,,,,,,,
exp_450,,,,,,,,,,,
exp_451,,,,,,,,,,,
exp_452,,,,,,,,,,,
exp_453,,,,,,,,,,,
exp_454,,,,,,,,,,,
exp_455,,,,,,,,,,,
exp_456,,,,,,,,,,,
exp_457,0.0014361226671103532,0.005893619880211091,0.0005363763527816546,0.0012578594631290861,0.0016146763771252848,0.000950853896606143,0.0032761590351928905,0.052163394278827734,0.010580382636174116,0.9202839916530672,0.0020065637597750014
exp_458,0.0055276926332050785,0.12840783534320319,0.0016639275370478317,0.00454271624496725,0.004688234946891059,0.003915387028913083,0.005592167358978005,0.03363447483707318,0.01993981822787592,0.7876479319668072,0.004439813875038397
exp_459,,,,,,,,,,,
exp_460,,,,,,,,,,,
exp_461,,,,,,,,,,,
exp_462,,,,,,,,,,,
exp_463,,,,,,,,,,,
exp_464,,,,,,,,,,,
exp_465,0.0013873217749290978,0.003943663131795787,0.0004655683601382999,0.0012647280728039292,0.0018251306268453403,0.00172885151718698,0.002165535224105794,0.01175027581433674,0.009749809339058174,0.9629306066044052,0.0027885095343944113
exp_466,,,,,,,,,,,
exp_467,,,,,,,,,,,
exp_468,,,,,,,,,,,
exp_469,,,,,,,,,,,
exp_470,0.0012874025711422004,0.000844502449739814,0.0004527336927122877,0.0013216290966541696,0.0020286118867098623,0.0010148940560686084,0.0011630241965956522,0.011797631542322365,0.009801941954188034,0.9664409987958812,0.003846629757985893
exp_471,0.0014784783834798296,0.0018899949129151529,0.0005601214104097539,0.0013228910899760365,0.0018778362131663024,0.0012363915532772169,0.0020458964806028533,0.026148031565823442,0.07964164515702793,0.8803694986936185,0.0034292145397035803
exp_472,,,,,,,,,,,
exp_473,,,,,,,,,,,
exp_474,,,,,,,,,,,
exp_475,,,,,,,,,,,
exp_476,,,,,,,,,,,
exp_477,,,,,,,,,,,
exp_478,,,,,,,,,,,
exp_479,,,,,,,,,,,
exp_480,,,,,,,,,,,
exp_481,,,,,,,,,,,
exp_482,,,,,,,,,,,
exp_483,,,,,,,,,,,
exp_484,,,,,,,,,,,
exp_485,,,,,,,,,,,
exp_486,,,,,,,,,,,
exp_487,0.006542875878441285,0.4120287328600542,0.0017014800457387212,0.005883764645164681,0.004712673991603826,0.004299080115128631,0.005716241084173857,0.008703527777194273,0.024558083610674086,0.5222787940000033,0.003574745991822784
exp_488,,,,,,,,,,,
exp_489,,,,,,,,,,,
exp_490,,,,,,,,,,,
exp_491,0.0009917756244522582,0.0011565903591127585,0.00035533754352215426,0.0010213394915523021,0.0013998541082306522,0.0007779261658117074,0.001168799495818049,0.016554000799146956,0.00866853131568642,0.9659647721270727,0.0019410729695943372
exp_492,,,,,,,,,,,
exp_493,,,,,,,,,,,
exp_494,,,,,,,,,,,
exp_495,0.0012049681214185996,0.0022467389163612697,0.0004168567592443033,0.001095714446943181,0.0015677844986795866,0.0009013706028205757,0.0039373740414609575,0.010051469585427953,0.009116466373586282,0.9670180958862434,0.0024431607678140413
exp_496,,,,,,,,,,,
exp_497,,,,,,,,,,,
exp_498,,,,,,,,,,,
exp_499,,,,,,,,,,,
exp_500,,,,,,,,,,,
exp_501,,,,,,,,,,,
exp_502,,,,,,,,,,,
exp_503,,,,,,,,,,,
exp_504,,,,,,,,,,,
exp_505,,,,,,,,,,,
exp_506,,,,,,,,,,,
exp_507,,,,,,,,,,,
exp_508,,,,,,,,,,,
exp_509,,,,,,,,,,,
exp_510,,,,,,,,,,,
exp_511,0.0032649961997944653,0.061126782700468535,0.001247082119204667,0.002591835060148649,0.0029618676606451974,0.002173514678889089,0.0038357338050792633,0.0465071759742886,0.011211884989072739,0.8621389493721052,0.00294017744030347
exp_512,,,,,,,,,,,
exp_513,,,,,,,,,,,
exp_514,0.00128882512161715,0.0008463841350806445,0.0004533001470294469,0.0013225407755369442,0.002030047944067566,0.001015438597496898,0.0011632846886742974,0.01180122933216968,0.009809530634223523,0.9664163579323163,0.003853060691787525
exp_515,0.0013021487060537037,0.014099434166964736,0.0004196789371751537,0.0011891055928896187,0.0015333034630590418,0.0010987774422303595,0.002290898340575371,0.012912803978519748,0.008565997424098646,0.9547585978656518,0.0018292540827816383
exp_516,,,,,,,,,,,
exp_517,,,,,,,,,,,
exp_518,,,,,,,,,,,
exp_519,0.012678920721542426,0.23708232941043794,0.0048460584068397315,0.009494972477611371,0.010590471908513635,0.008414881687659009,0.014608835890526204,0.08484473016291044,0.03987475042705501,0.5676513498112471,0.009912699095656723
exp_520,,,,,,,,,,,
exp_521,,,,,,,,,,,
exp_522,,,,,,,,,,,
exp_523,,,,,,,,,,,
exp_524,,,,,,,,,,,
exp_525,,,,,,,,,,,
exp_526,,,,,,,,,,,
exp_527,,,,,,,,,,,
exp_528,,,,,,,,,,,
exp_529,,,,,,,,,,,
exp_530,,,,,,,,,,,
exp_531,0.0012454996540205503,0.0007903425574454233,0.00043944590463073605,0.0012834443100091003,0.0019269529774776316,0.0009906954149069866,0.0011836884691970098,0.011738627391808427,0.010541529917203384,0.9662309138128478,0.003628859590453055
exp_532,,,,,,,,,,,
exp_533,,,,,,,,,,,
exp_534,,,,,,,,,,,
exp_535,,,,,,,,,,,
exp_536,,,,,,,,,,,
exp_537,,,,,,,,,,,
exp_538,,,,,,,,,,,
exp_539,,,,,,,,,,,
exp_540,,,,,,,,,,,
exp_541,0.002115363173899508,0.03495157466074298,0.0007189816335479822,0.0017861714048868437,0.0020651660016868787,0.001617451830934021,0.0031050257862580972,0.027380213664435573,0.009615740868058472,0.9144826989011762,0.0021616120743729247
exp_542,,,,,,,,,,,
exp_543,,,,,,,,,,,
exp_544,,,,,,,,,,,
exp_545,,,,,,,,,,,
exp_546,0.0012576449772008003,0.0008007909061164574,0.0004439048135493751,0.0012973109807660355,0.0019566855424646445,0.0009979390321498253,0.0011637247986806677,0.011763344448796535,0.010272577319213626,0.9663608427597634,0.003685234421298675
exp_547,,,,,,,,,,,
exp_548,,,,,,,,,,,
exp_549,,,,,,,,,,,
exp_550,,,,,,,,,,,
exp_551,,,,,,,,,,,
exp_552,,,,,,,,,,,
exp_553,,,,,,,,,,,
exp_554,,,,,,,,,,,
exp_555,,,,,,,,,,,
exp_556,,,,,,,,,,,
exp_557,,,,,,,,,,,
exp_558,,,,,,,,,,,
exp_559,,,,,,,,,,,
exp_560,,,,,,,,,,,
exp_561,0.01012315780898028,0.37406889854768005,0.0029796702110334006,0.007759927031949143,0.007464337050785511,0.006210018496893683,0.010367808841376476,0.029338018819699777,0.030491865867485184,0.5155626586386227,0.005633638685493693
exp_562,,,,,,,,,,,
exp_563,,,,,,,,,,,
exp_564,,,,,,,,,,,
exp_565,0.0020249504265338167,0.020177654397588007,0.0006418513023679044,0.0017732015280001454,0.002323853059894565,0.0018941931040318085,0.002125553473787882,0.014592021130621356,0.008483137702541941,0.9432248035294364,0.0027387803451954743
exp_566,,,,,,,,,,,
exp_567,,,,,,,,,,,
exp_568,,,,,,,,,,,
exp_569,,,,,,,,,,,
exp_570,,,,,,,,,,,
exp_571,,,,,,,,,,,
exp_572,,,,,,,,,,,
exp_573,,,,,,,,,,,
exp_574,,,,,,,,,,,
exp_575,,,,,,,,,,,
exp_576,,,,,,,,,,,
exp_577,,,,,,,,,,,
exp_578,,,,,,,,,,,
exp_579,,,,,,,,,,,
exp_580,,,,,,,,,,,
exp_581,,,,,,,,,,,
exp_582,,,,,,,,,,,
exp_583,0.0015328272912546147,0.013653417716055676,0.00047257716339165027,0.0014104318935512703,0.00174419526627528,0.00194080450409894,0.0021747352799394316,0.009545508717280616,0.0078056291864128215,0.9576243332179222,0.002095539763817726
exp_584,,,,,,,,,,,
exp_585,0.0012178905447510788,0.0007869701409600083,0.0004314351700862063,0.001261813655154551,0.0018887077507873822,0.0009785978509733715,0.001090944169475767,0.011372276701095786,0.010132863639386312,0.9673062546309183,0.003532245746410949
exp_586,,,,,,,,,,,
exp_587,,,,,,,,,,,
exp_588,,,,,,,,,,,
exp_589,,,,,,,,,,,
exp_590,,,,,,,,,,,
exp_591,,,,,,,,,,,
exp_592,,,,,,,,,,,
exp_593,,,,,,,,,,,
exp_594,,,,,,,,,,,
exp_595,,,,,,,,,,,
exp_596,,,,,,,,,,,
