cell_id,group
aameghbn-1,Mucosa gland
aameimfh-1,Mucosa gland
aamejaeo-1,Submucosa
aamghani-1,Mucosa gland
aamgibpb-1,Mucosa gland
aamgkafa-1,Mucosa gland
aamgmefn-1,Mucosa gland
aamgolmp-1,Mucosa gland
aamhapld-1,Mucosa gland
aamhbdff-1,B lineage
aamhbeek-1,B lineage
aamhfhpl-1,B lineage
aamhilcc-1,B lineage
aamhjbjj-1,B lineage
aamhmcaf-1,B lineage
aamhobmd-1,B lineage
aamhpjfa-1,B lineage
aamidacp-1,B lineage
aamjgbpi-1,B lineage
aamjjohh-1,B lineage
aamkcjgh-1,B lineage
aamkdhka-1,B lineage
aamkfeop-1,B lineage
aamkjhlf-1,B lineage
aamkoeed-1,B lineage
aamlahln-1,B lineage
aamlidah-1,B lineage
aamljdld-1,B lineage
aamlokgh-1,B lineage
aammlkmc-1,B lineage
aammmmig-1,Mucosa gland
aammncmg-1,Mucosa gland
aammogdc-1,B lineage
aamnhlhi-1,B lineage
aamnhogh-1,B lineage
aamohdba-1,B lineage
aamohoge-1,Myeloid cells
aampcmbo-1,B lineage
aampdenb-1,B lineage
aampodpi-1,B lineage
aanabken-1,B lineage
aanaekoj-1,B lineage
aanafchc-1,B lineage
aanajdla-1,B lineage
aananfac-1,B lineage
aanaocoo-1,B lineage
aanbbakp-1,B lineage
aanbnimh-1,B lineage
aancflei-1,B lineage
aancifdd-1,B lineage
aancndlm-1,B lineage
aandhgae-1,B lineage
aandhkob-1,B lineage
aandipbh-1,B lineage
aandlgpp-1,B lineage
aaneblph-1,B lineage
aaneccek-1,B lineage
aanechdh-1,B lineage
aanefhdi-1,B lineage
aanekfdd-1,T cells
aanfdjon-1,B lineage
aanfnbfn-1,B lineage
aangakab-1,B lineage
aangakae-1,B lineage
aanglhbj-1,B lineage
aanhaepb-1,B lineage
aanhbkmp-1,B lineage
aanhebnc-1,B lineage
aanhgpmf-1,B lineage
aanhimcc-1,B lineage
aanhkhdg-1,B lineage
aanicjhb-1,B lineage
aaniecpp-1,B lineage
aanigknj-1,B lineage
aaniiiib-1,B lineage
aanikpnc-1,B lineage
aaninjja-1,B lineage
aanjjbcn-1,B lineage
aanjkcao-1,B lineage
aanjohcf-1,B lineage
aanjokld-1,B lineage
aankcchh-1,B lineage
aankihhn-1,B lineage
aanlajnm-1,B lineage
aanlfhlf-1,B lineage
aanlmcbc-1,B lineage
aanlmonj-1,B lineage
aanlnbhd-1,B lineage
aanlpbpo-1,B lineage
aanlplfj-1,B lineage
aanmeabm-1,B lineage
aanmeian-1,B lineage
aannajch-1,B lineage
aannbkjn-1,B lineage
aanndchg-1,B lineage
aanneaff-1,B lineage
aanneihb-1,B lineage
aanneiig-1,Myeloid cells
aannfkoo-1,B lineage
aannmjho-1,B lineage
aannncdf-1,B lineage
aannomeh-1,Endothelial cells
aannpibd-1,B lineage
aannpnjb-1,B lineage
aanocmlk-1,B lineage
aanohilc-1,B lineage
aanoinjj-1,B lineage
aaoacond-1,B lineage
aaobegkh-1,B lineage
aaobkfcj-1,T cells
aaocbckg-1,B lineage
aaodcmll-1,Endothelial cells
aaodgmpd-1,B lineage
aaodpcbf-1,B lineage
aaoecfnk-1,B lineage
aaoechpm-1,B lineage
aaoefgla-1,B lineage
aaoejbie-1,B lineage
aaoemein-1,B lineage
aaoenfcp-1,B lineage
aaoenoin-1,B lineage
aaofcemb-1,B lineage
aaofkidn-1,B lineage
aaogfake-1,B lineage
aaoghllg-1,Endothelial cells
aaogiake-1,B lineage
aaogpldh-1,B lineage
aaohahll-1,B lineage
aaohdhjh-1,B lineage
