cell_id,group
aapdpejj-1,pancreatic ductal epithelium
aapeaamm-1,pancreatic ductal epithelium
aapebajc-1,pancreatic ductal epithelium
aapeehca-1,pancreatic ductal epithelium
aapfieno-1,pancreatic ductal epithelium
aapgclag-1,pancreatic ductal epithelium
aapgdkgb-1,pancreatic ductal epithelium
aapgdogg-1,pancreatic ductal epithelium
aapggdpi-1,pancreatic ductal epithelium
aapglcfd-1,pancreatic ductal epithelium
aapgnmci-1,pancreatic ductal epithelium
aaphafhe-1,pancreatic ductal epithelium
aaphdigp-1,pancreatic ductal epithelium
aapigepl-1,pancreatic ductal epithelium
aapjnhic-1,pancreatic ductal epithelium
aapkbcjm-1,pancreatic ductal epithelium
aapkchep-1,pancreatic ductal epithelium
aapkikem-1,pancreatic ductal epithelium
aapkkkie-1,pancreatic ductal epithelium
aaplhofo-1,pancreatic ductal epithelium
aapmgcgp-1,pancreatic ductal epithelium
aapmpnfk-1,pancreatic ductal epithelium
aapnaelj-1,pancreatic acinar epithelium
aapndjlj-1,pancreatic ductal epithelium
aapndofg-1,pancreatic ductal epithelium
aapnigik-1,pancreatic ductal epithelium
aapnjaoi-1,pancreatic ductal epithelium
aapoahcb-1,pancreatic ductal epithelium
aapoanmm-1,pancreatic ductal epithelium
aapogddm-1,pancreatic ductal epithelium
aapomegg-1,Myeloid cells
aappdlda-1,pancreatic ductal epithelium
aapponnk-1,pancreatic ductal epithelium
aapppnhk-1,pancreatic ductal epithelium
abaabmom-1,pancreatic ductal epithelium
abaadajn-1,pancreatic ductal epithelium
abaadbkh-1,pancreatic ductal epithelium
abaalkkc-1,pancreatic ductal epithelium
abaamdoj-1,pancreatic ductal epithelium
ababbmbb-1,pancreatic ductal epithelium
ababcpbf-1,pancreatic ductal epithelium
ababkjge-1,pancreatic ductal epithelium
abacengp-1,pancreatic ductal epithelium
abacgjnb-1,pancreatic ductal epithelium
abadhnbb-1,pancreatic ductal epithelium
abadjikg-1,pancreatic ductal epithelium
abadkoid-1,pancreatic ductal epithelium
abafeipa-1,pancreatic ductal epithelium
abafnfij-1,pancreatic ductal epithelium
abafoono-1,pancreatic ductal epithelium
abafplad-1,pancreatic ductal epithelium
abagjppk-1,pancreatic ductal epithelium
abagnffd-1,pancreatic ductal epithelium
abahkdhi-1,pancreatic ductal epithelium
abajfkdl-1,pancreatic ductal epithelium
abajgcep-1,pancreatic ductal epithelium
abajlblf-1,pancreatic ductal epithelium
abakdefd-1,pancreatic ductal epithelium
abambhip-1,pancreatic ductal epithelium
abamncga-1,pancreatic ductal epithelium
abamnemp-1,pancreatic ductal epithelium
abamoelf-1,pancreatic ductal epithelium
abanagkb-1,pancreatic ductal epithelium
abanebmh-1,pancreatic ductal epithelium
abangdoo-1,pancreatic ductal epithelium
abangmja-1,pancreatic ductal epithelium
abaniadh-1,pancreatic ductal epithelium
abanoiap-1,pancreatic ductal epithelium
abapenml-1,pancreatic ductal epithelium
abapndln-1,pancreatic ductal epithelium
abbaneed-1,pancreatic ductal epithelium
abbbhmeg-1,pancreatic ductal epithelium
abbbnldk-1,pancreatic ductal epithelium
abbcceea-1,pancreatic ductal epithelium
abbccnif-1,pancreatic ductal epithelium
abbcpnoi-1,pancreatic ductal epithelium
abbdaiph-1,pancreatic ductal epithelium
abbdmjgm-1,pancreatic ductal epithelium
abbekgcb-1,pancreatic ductal epithelium
abbffbac-1,pancreatic ductal epithelium
abbfjchk-1,pancreatic ductal epithelium
abbfklaf-1,pancreatic ductal epithelium
abbgagah-1,pancreatic ductal epithelium
abbgdjkl-1,pancreatic ductal epithelium
abbghbhp-1,pancreatic ductal epithelium
abbhpaej-1,pancreatic ductal epithelium
abbibemj-1,pancreatic ductal epithelium
abbicabn-1,pancreatic ductal epithelium
abbifgmk-1,pancreatic ductal epithelium
abbimmej-1,pancreatic ductal epithelium
abbjjhdk-1,pancreatic ductal epithelium
abbjpojg-1,pancreatic ductal epithelium
abbknpke-1,pancreatic ductal epithelium
abbljfkn-1,pancreatic ductal epithelium
abbmflhp-1,pancreatic ductal epithelium
abbngobp-1,pancreatic ductal epithelium
abbnlkle-1,pancreatic ductal epithelium
abbnmmgd-1,pancreatic ductal epithelium
abbnphdg-1,pancreatic ductal epithelium
abbnpneo-1,pancreatic ductal epithelium
abboepme-1,pancreatic ductal epithelium
abbpeeek-1,pancreatic ductal epithelium
