cell_id,group
aanfmabl-1,Unknown
aangjjae-1,Fibroblasts
aanhpcen-1,Fibroblasts
aanickig-1,pancreatic ductal epithelium
aanihlkk-1,pancreatic ductal epithelium
aanimnif-1,pancreatic ductal epithelium
aanjamfe-1,T cells
aanjddnk-1,T cells
aanjknck-1,pancreatic ductal epithelium
aanjlpjh-1,pancreatic acinar epithelium
aanjnael-1,pancreatic ductal epithelium
aankaejc-1,pancreatic acinar epithelium
aankbnma-1,pancreatic ductal epithelium
aankcnlc-1,Myeloid cells
aankfjfh-1,pancreatic ductal epithelium
aanlbipo-1,pancreatic ductal epithelium
aanldplc-1,pancreatic acinar epithelium
aanlenkp-1,pancreatic acinar epithelium
aanlfake-1,pancreatic ductal epithelium
aanmbfcd-1,pancreatic acinar epithelium
aanmdpco-1,pancreatic ductal epithelium
aannagcj-1,pancreatic ductal epithelium
aannbgoh-1,pancreatic ductal epithelium
aanndjab-1,pancreatic ductal epithelium
aannhomj-1,T cells
aannlbfe-1,pancreatic acinar epithelium
aanofgoc-1,pancreatic acinar epithelium
aanogpgn-1,pancreatic acinar epithelium
aanoioea-1,pancreatic acinar epithelium
aanolkee-1,pancreatic acinar epithelium
aanondmo-1,pancreatic acinar epithelium
aanpbkbc-1,pancreatic ductal epithelium
aanpenll-1,pancreatic acinar epithelium
aanpmikg-1,Islets
aanpmiob-1,pancreatic acinar epithelium
aaoahndh-1,Mast cells
aaoajkcj-1,pancreatic ductal epithelium
aaoaohpa-1,Islets
aaobgdfg-1,pancreatic acinar epithelium
aaobhecn-1,pancreatic acinar epithelium
aaoccbca-1,Islets
aaocdedh-1,pancreatic acinar epithelium
aaocknnl-1,pancreatic ductal epithelium
aaocpkgl-1,pancreatic ductal epithelium
aaodbdfd-1,pancreatic ductal epithelium
aaodmoje-1,Islets
aaoeijcm-1,pancreatic ductal epithelium
aaoenomj-1,pancreatic acinar epithelium
aaofadma-1,pancreatic ductal epithelium
aaofeenf-1,pancreatic acinar epithelium
aaoffelm-1,pancreatic acinar epithelium
aaofhbaf-1,pancreatic acinar epithelium
aaofkkbb-1,pancreatic acinar epithelium
aaofnbbl-1,pancreatic ductal epithelium
aaogddja-1,pancreatic acinar epithelium
aaogoifn-1,pancreatic ductal epithelium
aaohcnfg-1,pancreatic acinar epithelium
aaohdbnl-1,pancreatic acinar epithelium
aaohfijk-1,pancreatic acinar epithelium
aaohgkni-1,pancreatic acinar epithelium
aaoihfng-1,pancreatic ductal epithelium
aaojaaio-1,pancreatic acinar epithelium
aaojafik-1,pancreatic ductal epithelium
aaojbemo-1,pancreatic acinar epithelium
aaojdpna-1,pancreatic acinar epithelium
aaokjcpd-1,pancreatic acinar epithelium
aaokkcba-1,pancreatic acinar epithelium
aaokpcoo-1,pancreatic acinar epithelium
aaokpdgd-1,Endothelial cells
aaolcbnc-1,pancreatic acinar epithelium
aaolhgkk-1,pancreatic ductal epithelium
aaolibpb-1,pancreatic ductal epithelium
aaoljebm-1,pancreatic acinar epithelium
aaolndda-1,pancreatic acinar epithelium
aaomhegc-1,pancreatic acinar epithelium
aaomnllj-1,pancreatic ductal epithelium
aaonilae-1,pancreatic acinar epithelium
aaonmgla-1,pancreatic acinar epithelium
aaonpldn-1,pancreatic acinar epithelium
aaooglnj-1,Myeloid cells
aaoolbec-1,pancreatic acinar epithelium
aaoomnhc-1,pancreatic acinar epithelium
aaooofln-1,pancreatic ductal epithelium
aaopcfep-1,pancreatic ductal epithelium
aaopcppm-1,pancreatic ductal epithelium
aaopmlng-1,pancreatic ductal epithelium
aapacjlk-1,pancreatic ductal epithelium
aapaeddd-1,pancreatic ductal epithelium
